"","community","year","total_pop","mean_college","mean_hs","mean_assoc","mean_white","mean_black","mean_asian","mean_hispanic","mean_employed","mean_unemployed","mean_male","mean_female","median_age","median_income"
"246","DUNNING",2021,44277,12.3327254688182,20.9994371509091,5.42617059390909,71.6121332254545,3.04256954745455,5.52362425636364,34.0008574445455,51.2977377909091,3.04837531027273,48.6713737181818,50.7923499645455,43.9,78913
"247","DUNNING",2022,42574,12.9575382060909,20.3151020745455,5.53207906163636,68.09680058,2.69516485927273,5.34840709472727,33.8064962367273,51.2338895936364,3.20225501245455,48.7091703436364,50.8580925545455,44,82868
"248","EAST GARFIELD PARK",2010,21316,5.03011980541667,15.7569778673333,2.59024673108333,3.76806919733333,94.5375484125,0.379627959833333,1.59422549041667,27.5338796158333,6.70920988891667,42.238781355,56.5428219933333,29.2,27439.5
"249","EAST GARFIELD PARK",2011,21316,5.03011980541667,15.7569778673333,2.59024673108333,3.76806919733333,94.5375484125,0.379627959833333,1.59422549041667,27.5338796158333,6.70920988891667,42.238781355,56.5428219933333,29.2,27439.5
"250","EAST GARFIELD PARK",2012,21316,5.03011980541667,15.7569778673333,2.59024673108333,3.76806919733333,94.5375484125,0.379627959833333,1.59422549041667,27.5338796158333,6.70920988891667,42.238781355,56.5428219933333,29.2,27439.5
"251","EAST GARFIELD PARK",2013,20705,4.9742330045,17.1538454475,3.11161010091667,4.12172385416667,93.9209620766667,0.334462220916667,2.1658233385,28.2763875816667,7.48801955591667,43.59333016,55.162298975,29.55,26577.5
"252","EAST GARFIELD PARK",2014,20271,4.70049151975,17.7830822516667,4.20056309833333,4.81755912908333,92.65307398,0.251015086416667,2.95850201758333,27.2991364908333,7.23417443291667,45.2264384266667,53.6894181433333,30.1,25475
"253","EAST GARFIELD PARK",2015,20665,4.5810380705,18.0532550408333,3.92036439875,5.13647716825,92.1309552058333,0.252180517083333,3.21363654133333,27.2204230916667,6.8533085575,46.29377871,52.5836768558333,28.55,24241.5
"254","EAST GARFIELD PARK",2016,20234,5.72389530158333,17.7177251066667,3.7487336855,5.77612152883333,91.07447374,0.33095223075,3.15714313225,29.8841836933333,6.80899304691667,45.5587578258333,53.3216335208333,30.15,26653
"255","EAST GARFIELD PARK",2017,20004,5.40253844766667,17.8360782625,3.910107959,6.40399964416667,89.6257320941667,0.706477375416667,3.44410838841667,29.443634705,6.633802845,46.61408768,52.1949635308333,30.05,25488
"256","EAST GARFIELD PARK",2018,19738,5.77336427366667,17.6724438939167,3.871126045,7.17827042775,88.4296770041667,0.6269382715,3.48648286433333,28.5682900075,6.13873257591667,44.40894526,54.501040675,29.75,24948
"257","EAST GARFIELD PARK",2019,18940,6.39191786525,16.7672008425,4.17377539816667,6.75056687966667,88.8907624266667,0.633007911166667,3.15917925458333,32.1341357116667,6.37759227091667,43.3403023958333,55.648956595,30.8,26500.5
"258","EAST GARFIELD PARK",2020,18075,7.47742427983333,16.2702993,3.81664242958333,6.98570633975,85.7682444133333,0.792603249083333,4.94494971183333,33.6685359025,7.65964377025,41.2821918808333,57.7164440325,32.8,25953.5
"259","EAST GARFIELD PARK",2021,19908,8.97360051191667,16.6372178641667,3.9824033385,6.5467612915,86.7106224516667,0.725534299416667,4.90212174083333,33.0638970033333,8.13507154358333,43.6208068766667,55.4751340825,33.7,30034
"260","EAST GARFIELD PARK",2022,19901,8.81698370266667,14.9679544383333,4.00871867008333,7.89937716558333,84.7846696083333,0.188973673,7.60627979758333,36.1583059383333,7.15130732383333,42.8159442458333,56.3921405791667,34.6,36535.5
"261","EAST SIDE",2010,23517,4.88551579933333,17.4087797516667,2.41075100266667,75.2555832216667,4.15578976883333,0.505965762833333,78.600631545,37.7478419216667,5.7175561625,47.4997600716667,52.5002399283333,32.65,42780.5
"262","EAST SIDE",2011,23517,4.88551579933333,17.4087797516667,2.41075100266667,75.2555832216667,4.15578976883333,0.505965762833333,78.600631545,37.7478419216667,5.7175561625,47.4997600716667,52.5002399283333,32.65,42780.5
"263","EAST SIDE",2012,23517,4.88551579933333,17.4087797516667,2.41075100266667,75.2555832216667,4.15578976883333,0.505965762833333,78.600631545,37.7478419216667,5.7175561625,47.4997600716667,52.5002399283333,32.65,42780.5
"264","EAST SIDE",2013,23526,4.9151439735,18.309306655,2.46779579333333,76.7679846516667,4.0640563485,0.541849753833333,78.1996483333333,37.2339020216667,7.70315854233333,48.569482505,51.430517495,33.45,43283.5
"265","EAST SIDE",2014,23739,4.87375257166667,19.2612504083333,2.33292346566667,81.93350787,3.33741383283333,0.100644116666667,80.950881195,38.025221615,8.6658975975,47.3620877716667,52.5548137383333,32,42090
"266","EAST SIDE",2015,23817,4.90982871333333,18.9158643416667,2.0771895115,82.792571425,4.40856734083333,0.0786561043333333,80.1993043333333,38.9763363316667,7.80481640966667,48.2616350266667,51.6470907866667,31.05,41032
"267","EAST SIDE",2016,23013,5.232547385,18.671234615,2.68667525016667,85.5548588883333,3.80268629433333,0.278495634166667,80.437200835,39.58610948,8.553906766,48.58977206,51.3383578816667,31.9,39628.5
"268","EAST SIDE",2017,23771,5.36218337783333,18.415844385,2.71427190583333,85.251735735,4.1544094015,0.268523585666667,80.9469806933333,38.0139719083333,7.95110625983333,47.97816295,51.9305485783333,34.3,41846
"269","EAST SIDE",2018,24230,5.16318144116667,18.3648006366667,3.06574250633333,84.45263553,3.93687171916667,0.245994734833333,82.1323133033333,38.1951841283333,6.39124013433333,47.9295526683333,51.9562697366667,33.05,43050.5
"270","EAST SIDE",2019,23723,4.83973879216667,18.2222143116667,3.75256542,82.4314812483333,4.4154426295,0.475071217166667,82.0949349433333,39.08409583,4.7778845715,49.145440855,50.854559145,32.95,50527
"271","EAST SIDE",2020,22999,5.51469504583333,19.2139769683333,4.89057356283333,70.684799735,2.94756358833333,0.489583955333333,85.2765787683333,40.422410575,3.31350715216667,46.965387075,53.034612925,33.65,51799.5
"272","EAST SIDE",2021,24429,4.653686794,18.2315864333333,4.9043778305,55.623858925,2.0922801975,0.425798212333333,88.4323594683333,40.891120135,3.43324989833333,48.3606668733333,51.5277080516667,32.2,57653.5
"273","EAST SIDE",2022,23942,4.82425708933333,19.2021882116667,4.5172984505,45.663408565,1.3939977815,0.5164180265,87.7394500183333,42.9380663466667,3.52626012783333,49.1912607783333,50.6480596783333,33.5,57942
"274","EDGEWATER",2010,55333,23.6676469831765,8.74181361570588,4.54070558529412,62.2894699482353,16.0403930538824,13.4542534938235,14.9441383535882,56.0819991129412,5.76576691458824,49.0846902729412,49.5994995876471,36.9,37821
"275","EDGEWATER",2011,55333,23.6676469831765,8.74181361570588,4.54070558529412,62.2894699482353,16.0403930538824,13.4542534938235,14.9441383535882,56.0819991129412,5.76576691458824,49.0846902729412,49.5994995876471,36.9,37821
"276","EDGEWATER",2012,55333,23.6676469831765,8.74181361570588,4.54070558529412,62.2894699482353,16.0403930538824,13.4542534938235,14.9441383535882,56.0819991129412,5.76576691458824,49.0846902729412,49.5994995876471,36.9,37821
"277","EDGEWATER",2013,55548,23.6079479329412,9.35452139105882,4.42327240029412,62.2689138829412,14.6665341559412,14.060342277,15.3854697052941,55.9370578458824,6.53814724664706,49.8392867305882,48.7863393935294,36.8,37979
"278","EDGEWATER",2014,55276,24.0185654982353,9.58203365247059,4.04006884629412,64.1911882123529,15.4679313567059,12.9251158338235,14.8571548901765,55.5399925776471,6.22143021188235,49.4728913841176,49.1291208147059,37.8,39443
"279","EDGEWATER",2015,54873,24.3849499347059,10.1532904942941,4.06721033105882,64.8208583041176,15.7965895884706,12.6644637828824,15.0853467074706,56.2415132117647,5.47718892041176,50.4965957923529,48.1388763588235,37.7,41188
"280","EDGEWATER",2016,55430,25.2111867658824,10.4963219815294,4.24754498094118,65.489956672353,15.5288701319412,12.7559207606471,15.2451333981176,56.50599518,4.56047432623529,50.5572167223529,48.0710672829412,39,41566
"281","EDGEWATER",2017,55965,25.4318583711765,10.3459049979412,4.16743902011765,65.493475657647,15.1694662533529,12.9593929720588,15.6073788854706,57.7228691305882,4.24222180094118,50.1723589735294,48.4774085588235,40,43167
"282","EDGEWATER",2018,57022,25.7087626188235,9.98735570229412,3.91004568041176,64.7284867017647,14.9294365641176,14.1988782909412,14.817891215,57.4819611047059,3.78411315470588,49.7719751788235,48.9082794682353,39.6,45086
"283","EDGEWATER",2019,57649,25.5513117364706,9.30494413470588,4.52528106329412,66.4694998023529,13.5114639211176,13.4905694490588,14.5468297451176,58.0189944670588,3.27003074435294,50.6707342564706,47.9760809782353,38.9,47500
"284","EDGEWATER",2020,58693,24.273698744,9.31071689911765,4.24040851035294,61.2354407494118,15.0221238419412,14.9092733458824,15.05190573,58.0142737205882,3.81304105152941,50.5227063905882,48.1623425664706,37.2,48626
"285","EDGEWATER",2021,58084,24.2592029865882,9.14384094411765,4.19176840376471,60.5529900088235,14.6017868562353,13.9526309342353,14.9016061177647,57.7995200429412,4.41353358323529,50.5357985947059,48.1707525870588,38.7,54519
"286","EDGEWATER",2022,56099,24.5507876284706,9.30826758488235,4.40713375135294,57.5326465517647,14.4147947898235,14.3395580201765,14.7566360326471,58.0150716341176,4.77363178329412,49.8664943241176,48.7747268247059,38.5,55067
"287","EDISON PARK",2010,11183,20.1050453166667,13.3922437833333,5.69695681466667,96.6706695,0,1.70972796766667,3.866368061,52.0219032033333,4.158309357,44.95902886,55.04097114,44.9,83419
"288","EDISON PARK",2011,11183,20.1050453166667,13.3922437833333,5.69695681466667,96.6706695,0,1.70972796766667,3.866368061,52.0219032033333,4.158309357,44.95902886,55.04097114,44.9,83419
"289","EDISON PARK",2012,11183,20.1050453166667,13.3922437833333,5.69695681466667,96.6706695,0,1.70972796766667,3.866368061,52.0219032033333,4.158309357,44.95902886,55.04097114,44.9,83419
"290","EDISON PARK",2013,10884,20.54919962,14.0185642033333,6.45812522933333,96.3096818333333,0,2.002175684,5.50932171766667,50.4655389866667,3.924009153,46.7409495966667,53.2590504033333,43.2,82010
"291","EDISON PARK",2014,10993,20.6702867766667,13.7504920933333,5.87802815433333,95.3310341466667,0.608804246,2.02875767233333,7.127762432,50.6780046166667,3.517465998,48.68026348,51.31973652,41.9,83561
"292","EDISON PARK",2015,11356,22.53356817,13.36141115,5.33482570966667,94.9734723833333,0.591103886666667,1.794359835,7.96116423533333,51.4176063,2.71992325966667,49.43406491,50.56593509,41.7,85114
"293","EDISON PARK",2016,11150,21.9676351666667,14.1457003766667,4.692355973,93.4200349566667,0.752491356666667,2.78733842266667,6.66402454166667,53.52206475,2.39982545633333,48.8902362233333,51.1097637766667,42.3,84000
"294","EDISON PARK",2017,11753,21.56884122,14.4308374233333,4.26649997266667,91.1725485766667,1.084623827,3.07063225233333,9.18897647666667,54.8369431266667,1.25539451333333,50.9606538333333,49.0393461666667,40.9,94375
"295","EDISON PARK",2018,11724,22.4595145166667,14.2633485733333,4.03103126933333,91.8416633466667,1.221256246,2.60161858766667,8.8769403,56.22598286,0.98985226,51.2942532333333,48.7057467666667,40.7,97102
"296","EDISON PARK",2019,11264,23.04897113,13.0469176233333,3.64827017833333,91.4318792833333,0.330109465666667,3.27283122466667,8.483998651,55.5189552166667,0.823731266333333,50.1002718033333,49.8997281966667,42,108563
"297","EDISON PARK",2020,11002,25.2207186033333,14.2660205066667,3.39501373733333,90.6317913966667,0.385825774,2.278740831,8.95330336666667,58.1407279333333,0.863990692333333,49.1127507266667,50.8872492733333,41.7,113843
"298","EDISON PARK",2021,11494,26.7963955133333,13.1744276833333,3.397505486,88.2621821966667,0.54751621,1.91021154533333,13.6093831366667,55.3419001066667,1.358919709,48.5192033733333,51.4807966266667,41.4,114385
"299","EDISON PARK",2022,11402,29.2229243866667,12.02602067,3.62735383833333,87.16073044,0.299506364333333,1.319074918,14.6083022066667,53.1029409266667,2.22653506933333,49.04202856,50.95797144,37.6,119421
"300","ENGLEWOOD",2010,28824,2.126904312,15.8148475941818,4.11151102718182,1.04895969818182,97.3497266836364,0.0693048626363636,1.08689918709091,25.2789277690909,9.830674376,43.2846991909091,56.4367648436364,30.6,20060
"301","ENGLEWOOD",2011,28824,2.126904312,15.8148475941818,4.11151102718182,1.04895969818182,97.3497266836364,0.0693048626363636,1.08689918709091,25.2789277690909,9.830674376,43.2846991909091,56.4367648436364,30.6,20060
"302","ENGLEWOOD",2012,28824,2.126904312,15.8148475941818,4.11151102718182,1.04895969818182,97.3497266836364,0.0693048626363636,1.08689918709091,25.2789277690909,9.830674376,43.2846991909091,56.4367648436364,30.6,20060
"303","ENGLEWOOD",2013,28361,2.44605011527273,16.2281655381818,3.46352042936364,1.29894598854545,96.2900105036364,0.103207089,1.35512558027273,23.3341093609091,12.7369271619091,44.0834306163636,55.6443863045455,32.5,20764
"304","ENGLEWOOD",2014,27297,2.71882979854545,16.72916557,3.64046074218182,1.87542814254545,94.9799458690909,0.327333140636364,2.34020720863636,24.0586032236364,14.1351817627273,45.2378396663636,54.6638746109091,31.3,19568
"305","ENGLEWOOD",2015,26121,2.91993154354545,18.6694261009091,4.14429076645455,1.30554505527273,95.0178252427273,0.357853789181818,2.57480645481818,24.1227210163636,14.1233382554545,45.3824733527273,54.5345041645455,30.4,21125
"306","ENGLEWOOD",2016,26020,3.31166078236364,18.4048670390909,4.18919644090909,1.33329198454545,95.1504863609091,0.322512376454546,2.90849027,24.9770097590909,14.0209737554545,45.4941138809091,54.4459789745455,31,22163
"307","ENGLEWOOD",2017,25075,3.25625918636364,19.0519237954545,3.59329550718182,1.92422013436364,94.7154874190909,0.339119602454545,3.468090613,24.7173400563636,12.9458211511818,46.1546070736364,53.7846518854545,32.4,21802
"308","ENGLEWOOD",2018,23792,3.83949766190909,19.49581147,3.64998411918182,2.98269313272727,94.20067552,0.413170039,4.53469101218182,28.0186689972727,10.2221612570909,46.1685575954545,53.7649224763636,34.3,22104
"309","ENGLEWOOD",2019,22921,4.52546990454545,19.6635828781818,3.71489558818182,2.22131070836364,94.94558655,0.261605706454545,3.80284838909091,28.3060605181818,9.92935127909091,47.6934654272727,52.22757746,36.6,23125
"310","ENGLEWOOD",2020,22019,4.47172789236364,19.7442349871818,4.38323540945455,2.77744759009091,92.5131136354545,0.442768957545455,5.11504566690909,29.8783424963636,9.60606620990909,45.7487542645455,54.1586844172727,38.8,22762
"311","ENGLEWOOD",2021,21054,6.21928565663636,18.9014939791818,4.85346480609091,4.61006417118182,91.9462211845455,0.498668176,5.41712720263636,31.3507544190909,9.12721444345455,47.8162366454545,52.0894293545455,36.8,24412
"312","ENGLEWOOD",2022,21378,7.10998007763636,18.7294596863636,4.79574266190909,3.15110591581818,90.8432875572727,0.552961301181818,6.24915336436364,34.0555898972727,9.17895589009091,47.4310913963636,52.4743851081818,35.9,29443.5
"313","FOREST GLEN",2010,18542,20.377896975,10.3411605845,3.764535586,78.0706907275,1.474324155,11.4996649635,13.6803849085,49.6636083425,3.56480870875,49.54223222,50.45776778,43.6,95587.5
"314","FOREST GLEN",2011,18542,20.377896975,10.3411605845,3.764535586,78.0706907275,1.474324155,11.4996649635,13.6803849085,49.6636083425,3.56480870875,49.54223222,50.45776778,43.6,95587.5
"315","FOREST GLEN",2012,18542,20.377896975,10.3411605845,3.764535586,78.0706907275,1.474324155,11.4996649635,13.6803849085,49.6636083425,3.56480870875,49.54223222,50.45776778,43.6,95587.5
"316","FOREST GLEN",2013,18710,21.3260251875,10.7634985815,3.70277034775,79.0113070725,0.6588674975,11.99371333725,12.67761248775,48.685326035,3.2282546215,48.6821672925,51.3178327075,42.65,90646
"317","FOREST GLEN",2014,18478,22.5546950125,10.85655462,3.703937028,77.6439707425,0.15800853525,13.10835793975,13.21988067225,47.962593035,3.18022534875,47.442258565,52.557741435,42.7,99907
"318","FOREST GLEN",2015,18437,22.79091661,10.366114476,3.4579150475,78.48481939,0.8589641315,12.846707866,12.4571820745,48.1023115225,3.07503947975,47.561575105,52.438424895,43.2,105419.5
"319","FOREST GLEN",2016,18631,23.1516791925,8.7394340035,3.099193348,81.4576555925,0.85330976175,9.60407607125,14.138980593,49.3756331475,2.588980861,47.8696256825,52.1303743175,41.8,113195
"320","FOREST GLEN",2017,18997,22.34326156,9.1742686075,3.19690481325,79.404353445,0.922861733,12.00696976225,14.4433741075,48.71658119,1.89876925675,47.654633595,52.345366405,43.8,115373.5
"321","FOREST GLEN",2018,19092,22.065934025,9.8225078965,3.08460066525,78.2103994425,1.092592324,11.7806016955,15.8246516945,50.3556484775,2.090237496,48.256603585,51.743396415,43.9,114825.5
"322","FOREST GLEN",2019,19384,21.52690357,8.24342626375,3.835017572,80.1684816875,1.17747339425,10.58614853575,16.26000589,50.2404214125,1.7105640645,47.3492542725,52.6507457275,44,125533.5
"323","FOREST GLEN",2020,19928,22.474360815,9.12861129375,4.12230638925,80.6117328625,0.60694595725,10.67454424075,14.0522179445,48.6635471825,2.67222149525,48.8565582475,51.1434417525,44.1,129828
"324","FOREST GLEN",2021,20311,21.84261431,9.20345646925,4.16700747175,77.75383548,0.50793688275,13.09361855675,12.27916720525,48.4580227125,2.64221648875,49.67767974,50.32232026,42.45,132672
"325","FOREST GLEN",2022,19855,21.5144020575,9.3637209165,4.40155649025,76.7619342875,1.13504625075,11.011700418,11.4687882755,48.046787535,2.6460918415,50.05285167,49.901717975,42.35,145147
"326","FULLER PARK",2010,2924,4.879204359,16.16385289,3.8939431245,3.157835643,92.493163815,0.297136683,4.640095301,24.027313515,13.7746755865,50.255673995,49.744326005,34.7,15929.5
"327","FULLER PARK",2011,2924,4.879204359,16.16385289,3.8939431245,3.157835643,92.493163815,0.297136683,4.640095301,24.027313515,13.7746755865,50.255673995,49.744326005,34.7,15929.5
"328","FULLER PARK",2012,2924,4.879204359,16.16385289,3.8939431245,3.157835643,92.493163815,0.297136683,4.640095301,24.027313515,13.7746755865,50.255673995,49.744326005,34.7,15929.5
"329","FULLER PARK",2013,2798,2.450765412,17.399277335,4.5097461885,3.773235497,91.275308195,0,6.694638369,24.498975925,14.1196920275,49.101625355,50.898374645,38.5,16375
"330","FULLER PARK",2014,2543,3.949449896,21.172365945,3.746588694,3.60610566,91.560247135,0,6.1011993245,25.135394985,16.410678295,46.32381802,53.67618198,39.9,16798
"331","FULLER PARK",2015,2457,3.9663924025,22.61891604,4.269925089,3.9379426095,93.13930165,0,5.374145482,27.28468214,13.14943305,48.850751155,51.149248845,43.05,18454.5
"332","FULLER PARK",2016,2377,4.7342750185,24.391647545,5.084930571,7.3486492725,92.16286503,0,4.3265875785,27.39881368,11.18028286,48.00048346,51.99951654,45.7,21437
"333","FULLER PARK",2017,2354,5.659568963,24.082371925,4.8264893,7.5511399955,92.206477735,0,6.6162369485,25.543971265,12.088368695,49.75305166,50.24694834,49.3,23487.5
"334","FULLER PARK",2018,2320,5.8800214495,29.5493227,4.984728731,8.18236926,91.344337975,0,7.134363851,23.742743235,12.288125713,46.70909981,53.29090019,47,23484.5
"335","FULLER PARK",2019,2330,4.1286859935,29.001357345,6.192717673,7.0795041355,92.062661885,0,6.033479031,26.36971695,8.738901549,49.26077779,50.73922221,46.35,23746.5
"336","FULLER PARK",2020,2149,4.113193615,23.647875775,5.02800128,8.8125448715,89.51858444,0.0630517025,7.4113649305,24.96029045,8.6326429265,46.83695276,53.16304724,49.3,18171
"337","FULLER PARK",2021,2213,4.087567802,23.67164244,3.650162725,11.616446086,83.155651985,0.059665871,14.743718815,22.168279455,11.29898026,46.87311781,53.12688219,44.7,16248.5
"338","FULLER PARK",2022,2142,3.481694185,21.10988856,4.5511267955,5.2495454575,88.309035165,0.066755674,9.1978584535,19.71070305,10.061992202,43.94167097,56.05832903,49.1,15871
"339","GAGE PARK",2010,39492,2.93934552225,12.4452866905,2.28498428125,56.38823453125,6.462084245375,1.362342935375,87.82285465375,38.98166232375,8.789269612125,51.254645115,48.745354885,27.2,38741.5
"340","GAGE PARK",2011,39492,2.93934552225,12.4452866905,2.28498428125,56.38823453125,6.462084245375,1.362342935375,87.82285465375,38.98166232375,8.789269612125,51.254645115,48.745354885,27.2,38741.5
"341","GAGE PARK",2012,39492,2.93934552225,12.4452866905,2.28498428125,56.38823453125,6.462084245375,1.362342935375,87.82285465375,38.98166232375,8.789269612125,51.254645115,48.745354885,27.2,38741.5
"342","GAGE PARK",2013,39580,2.470717928,15.46045255,2.2863080635,53.72642102,5.7309081015,1.31138339975,89.26165550375,40.04573703,9.0346826995,52.0548435875,47.9451564125,27.9,36568.5
"343","GAGE PARK",2014,40381,2.54594275225,15.36794763375,2.250714538,49.6778744,4.99418538375,1.041759611625,91.16062903375,40.6395194425,7.442006053125,52.46230311625,47.53769688375,28.35,38001
"344","GAGE PARK",2015,41202,2.47649233625,17.50249145,2.606768646375,44.32752083,4.942679925875,1.142257115125,91.1463896975,40.66779955625,7.241425632,51.80341867625,48.19658132375,29.3,38980.5
"345","GAGE PARK",2016,40926,2.335410586375,19.52142028,2.53976067075,44.769059775,4.9097952615,0.677372950125,91.32467195625,40.227047645,7.44863826075,51.32043747625,48.67956252375,28.85,39551
"346","GAGE PARK",2017,40873,2.346184215625,21.24380881875,2.74405622075,46.7652026575,5.6617848515,0.765040159125,90.03909945625,41.91694989625,6.53732301675,51.23604241,48.72207152,28.5,39408.5
"347","GAGE PARK",2018,39302,2.852887074,21.6015034925,2.5309464765,50.98082704,6.10233059675,0.91796558575,89.7024302725,41.03644161875,6.029017720625,49.7898895375,50.1612107075,28.55,40916
"348","GAGE PARK",2019,37478,2.9683508635,23.85128430625,2.87915384575,55.27488013,6.525142751125,1.0250569155,88.740770645,41.3821835975,6.432592756875,49.42790299625,50.51730248375,28.9,43411.5
"349","GAGE PARK",2020,32532,4.40059448466667,21.8938963,3.02467105,48.4559644916667,5.32341976266667,0.953978708333333,90.8231409566667,38.0207523583333,7.406859879,48.8416445616667,51.1583554383333,29.15,41070.5
"350","GAGE PARK",2021,32904,5.34468942266667,21.8406655233333,3.21569782033333,48.1450684816667,5.1574333815,1.200267404,90.5130315233333,37.32391998,7.24468891666667,50.0304694616667,49.9695305383333,30.1,44185
"351","GAGE PARK",2022,32042,5.47941343883333,21.4262735233333,3.20951082716667,40.2699013183333,4.2543462235,0.6733008725,92.2763524166667,37.627471245,6.8642237055,49.1114587133333,50.8885412866667,30.7,48017.5
"352","GARFIELD RIDGE",2010,33940,8.2823455707,21.20321561,4.951989607,67.431441148,10.9519472082,3.5683938196,41.2110665246,45.29518336,6.5910781518,49.540718641,49.646301711,38.6,58850
"353","GARFIELD RIDGE",2011,33940,8.2823455707,21.20321561,4.951989607,67.431441148,10.9519472082,3.5683938196,41.2110665246,45.29518336,6.5910781518,49.540718641,49.646301711,38.6,58850
"354","GARFIELD RIDGE",2012,33940,8.2823455707,21.20321561,4.951989607,67.431441148,10.9519472082,3.5683938196,41.2110665246,45.29518336,6.5910781518,49.540718641,49.646301711,38.6,58850
"355","GARFIELD RIDGE",2013,34709,8.5011384544,20.077503222,4.8726406692,68.080653436,10.0413658536,3.3467809296,43.850176876,43.695313748,6.7903939274,48.616226554,50.207965796,38.15,54991
"356","GARFIELD RIDGE",2014,34743,9.5247282875,19.970148659,5.0904766173,69.135041586,8.9567741467,2.9605911121,45.720438993,43.901346856,6.5285566695,48.983567159,49.542064403,38,55813.5
"357","GARFIELD RIDGE",2015,35632,8.777240499,19.754729072,5.0950593037,67.730619228,8.980495806,2.2954841948,49.146786647,43.847095016,6.1186101064,48.994622283,49.417221593,37.2,55060
"358","GARFIELD RIDGE",2016,35542,8.737814981,18.596432168,5.3708014705,68.517750204,8.2342809169,1.7726980035,51.695427523,43.898722262,5.4505187416,49.476290833,48.898793798,37.2,56944.5
"359","GARFIELD RIDGE",2017,36452,8.9451163436,19.594857039,5.005484978,65.781895321,8.4959876885,1.8616239096,52.819906958,44.842180005,5.6353372716,49.245285586,49.234465192,36.85,57610.5
"360","GARFIELD RIDGE",2018,36462,9.163913651,21.35628887,5.140216878,65.529454244,9.263012662,2.1459464984,52.782121411,45.144628113,5.2035513413,49.028598015,49.385956891,37.75,59255.5
"361","GARFIELD RIDGE",2019,37207,9.0943837994,21.633581067,5.1216735228,63.47289643,10.2928061804,2.1152584904,53.65247861,44.900892095,5.2935652692,49.387967849,48.93981363,38.4,61334.5
"362","GARFIELD RIDGE",2020,36049,9.2926902849,21.529582594,5.5419318213,61.880850968,9.663059325,1.8505661146,55.670933897,45.154519391,4.9538715287,50.301285707,47.765685374,39.75,65019.5
"363","GARFIELD RIDGE",2021,36704,9.386034338,22.655254711,5.4570787362,58.023091711,9.0245485298,1.9885679032,56.933695968,45.75145289,4.6814178826,50.03137636,48.135415526,40.3,72913
"364","GARFIELD RIDGE",2022,36401,9.5330621612,21.26508965,5.91720104,50.712935461,7.6940458866,3.1101599441,58.548838112,45.646767412,2.8366497002,50.561429737,47.460377116,40.45,79143
"365","GRAND BOULEVARD",2010,23151,8.83825904130769,12.3506457515385,5.19041339538462,4.61217657607692,91.3740659061538,0.390099491,2.99816643607692,38.0972860361538,11.5135892299231,42.1241761669231,57.0340135215385,31.8,26883
"366","GRAND BOULEVARD",2011,23151,8.83825904130769,12.3506457515385,5.19041339538462,4.61217657607692,91.3740659061538,0.390099491,2.99816643607692,38.0972860361538,11.5135892299231,42.1241761669231,57.0340135215385,31.8,26883
"367","GRAND BOULEVARD",2012,23151,8.83825904130769,12.3506457515385,5.19041339538462,4.61217657607692,91.3740659061538,0.390099491,2.99816643607692,38.0972860361538,11.5135892299231,42.1241761669231,57.0340135215385,31.8,26883
"368","GRAND BOULEVARD",2013,22616,8.274778189,12.8575796370714,4.06661601478571,4.7291882985,90.2449892078571,0.991285677714286,2.57023611714286,34.3230389764286,15.5483178063571,41.2035515007143,57.7982336864286,34.2,27761.5
"369","GRAND BOULEVARD",2014,22531,7.95043242564286,12.3543497179286,4.95905284064286,4.67035608621429,91.2340703585714,0.636216543785714,2.3795272955,35.1360626935714,13.6404118077857,41.3447798764286,57.6801261385714,34.5,29849.5
"370","GRAND BOULEVARD",2015,22750,8.20135578935714,12.261445863,4.70917884078571,4.82610279628571,90.5494482264286,0.717972392285714,2.69881203835714,34.7280943872143,11.5340058060714,40.9033262407143,57.8379409235714,34.65,28359
"371","GRAND BOULEVARD",2016,22634,8.790351571,12.2934722782143,4.809002298,4.10476552678571,93.0339613107143,0.461148733857143,1.70586128057143,35.8774404742857,10.2844539635,41.1350150707143,57.5088295635714,35.95,31695
"372","GRAND BOULEVARD",2017,22905,10.0092511071429,12.3111464725714,4.96994189971429,4.01957709214286,92.8992322557143,0.403425078285714,1.747017284,37.5380905245714,9.92865943821429,41.0861569521429,57.6701611028571,36.85,36104
"373","GRAND BOULEVARD",2018,23200,11.5761647537857,10.8086836475,5.96650206328571,3.51146116735714,93.3147795121429,0.749273479,1.54537094821429,38.3172056918571,7.76574613407143,40.3885025378571,58.4002876192857,36.05,36610
"374","GRAND BOULEVARD",2019,22643,13.0067906384286,11.8900440625714,6.02415998135714,3.83535551535714,92.1166295078571,0.7245723365,1.54313279321429,39.679989325,6.75991088678571,39.6977452135714,59.0952322178571,37.25,40000
"375","GRAND BOULEVARD",2020,17717,16.5654135459,10.7264699003,7.4510403316,3.3240951081,90.453930704,0.7617653789,3.3224524543,44.340852356,5.8421570582,43.265159671,56.474576547,37.3,38954.5
"376","GRAND BOULEVARD",2021,17867,16.3514461794,11.2959015837,7.3403708804,3.1780271149,89.776909664,0.9638428168,3.430366047,43.333099526,7.6095250512,43.320168809,56.483776479,43.8,38103.5
"377","GRAND BOULEVARD",2022,18513,15.3694857487,12.6525271021,6.7050000612,4.1752078164,89.135827722,0.6893089651,3.3431143002,44.021384042,8.0147504481,43.265850136,56.578544706,41.15,46813
