"community","year","no2"
"NORTH PARK",2022,11.9319772720337
"NORWOOD PARK",2011,20.4657001495361
"NORWOOD PARK",2012,19.5360069274902
"NORWOOD PARK",2013,18.3849353790283
"NORWOOD PARK",2014,17.853458404541
"NORWOOD PARK",2015,16.8109569549561
"NORWOOD PARK",2016,16.29345703125
"NORWOOD PARK",2017,15.681941986084
"NORWOOD PARK",2018,16.5165710449219
"NORWOOD PARK",2019,12.0457439422607
"NORWOOD PARK",2020,15.1589288711548
"NORWOOD PARK",2021,11.4436292648315
"NORWOOD PARK",2022,11.6659278869629
"OAKLAND",2011,21.1878356933594
"OAKLAND",2012,19.3284969329834
"OAKLAND",2013,17.6533145904541
"OAKLAND",2014,16.6885643005371
"OAKLAND",2015,15.9980754852295
"OAKLAND",2016,15.3273086547852
"OAKLAND",2017,15.3400239944458
"OAKLAND",2018,15.0753059387207
"OAKLAND",2019,12.8601198196411
"OAKLAND",2020,14.569094657898
"OAKLAND",2021,12.8395509719849
"OAKLAND",2022,11.9464349746704
"OHARE",2011,19.9383888244629
"OHARE",2012,19.1693134307861
"OHARE",2013,17.7881774902344
"OHARE",2014,16.979097366333
"OHARE",2015,15.8723049163818
"OHARE",2016,15.7795448303223
"OHARE",2017,15.4496488571167
"OHARE",2018,15.9085903167725
"OHARE",2019,11.3132438659668
"OHARE",2020,15.7308311462402
"OHARE",2021,10.5083417892456
"OHARE",2022,10.8199167251587
"PORTAGE PARK",2011,23.2382793426514
"PORTAGE PARK",2012,22.064416885376
"PORTAGE PARK",2013,20.4694137573242
"PORTAGE PARK",2014,19.6903877258301
"PORTAGE PARK",2015,18.5562973022461
"PORTAGE PARK",2016,18.2266025543213
"PORTAGE PARK",2017,17.7433433532715
"PORTAGE PARK",2018,18.3755702972412
"PORTAGE PARK",2019,12.8600969314575
"PORTAGE PARK",2020,17.0547771453857
"PORTAGE PARK",2021,12.3365507125854
"PORTAGE PARK",2022,12.5893297195435
"PULLMAN",2011,19.0887393951416
"PULLMAN",2012,19.0784168243408
"PULLMAN",2013,18.1907520294189
"PULLMAN",2014,16.9666423797607
"PULLMAN",2015,16.1578769683838
"PULLMAN",2016,15.5012302398682
"PULLMAN",2017,15.4625768661499
"PULLMAN",2018,14.4940195083618
"PULLMAN",2019,11.6774816513062
"PULLMAN",2020,15.4686870574951
"PULLMAN",2021,12.0446710586548
"PULLMAN",2022,11.2144355773926
"RIVERDALE",2011,17.2655696868896
"RIVERDALE",2012,17.2122764587402
"RIVERDALE",2013,16.3495693206787
"RIVERDALE",2014,15.3107862472534
"RIVERDALE",2015,14.5630512237549
"RIVERDALE",2016,14.0768547058105
"RIVERDALE",2017,14.1335201263428
"RIVERDALE",2018,13.2702474594116
"RIVERDALE",2019,9.95326709747314
"RIVERDALE",2020,13.7368946075439
"RIVERDALE",2021,10.3072986602783
"RIVERDALE",2022,9.78708076477051
"ROGERS PARK",2011,19.5197410583496
"ROGERS PARK",2012,18.2868728637695
"ROGERS PARK",2013,16.9509296417236
"ROGERS PARK",2014,16.4700546264648
"ROGERS PARK",2015,16.0405864715576
"ROGERS PARK",2016,15.8357772827148
"ROGERS PARK",2017,15.6237211227417
"ROGERS PARK",2018,16.0000133514404
"ROGERS PARK",2019,12.6075029373169
"ROGERS PARK",2020,14.0208406448364
"ROGERS PARK",2021,12.5953149795532
"ROGERS PARK",2022,12.2627487182617
"ROSELAND",2011,19.3780059814453
"ROSELAND",2012,19.3675289154053
"ROSELAND",2013,18.4664134979248
"ROSELAND",2014,17.2237529754639
"ROSELAND",2015,16.4027309417725
"ROSELAND",2016,15.7361335754395
"ROSELAND",2017,15.6968955993652
"ROSELAND",2018,14.713659286499
"ROSELAND",2019,11.7056350708008
"ROSELAND",2020,15.7030973434448
"ROSELAND",2021,12.1212587356567
"ROSELAND",2022,11.4305458068848
"SOUTH CHICAGO",2011,19.1719284057617
"SOUTH CHICAGO",2012,18.3513832092285
"SOUTH CHICAGO",2013,17.0931396484375
"SOUTH CHICAGO",2014,16.0390739440918
"SOUTH CHICAGO",2015,15.139196395874
"SOUTH CHICAGO",2016,14.6225214004517
"SOUTH CHICAGO",2017,14.7644557952881
"SOUTH CHICAGO",2018,14.04798412323
"SOUTH CHICAGO",2019,11.7506456375122
"SOUTH CHICAGO",2020,14.2114953994751
"SOUTH CHICAGO",2021,11.8751487731934
"SOUTH CHICAGO",2022,11.3986864089966
"SOUTH DEERING",2011,17.6273727416992
"SOUTH DEERING",2012,17.4353103637695
"SOUTH DEERING",2013,16.5296001434326
"SOUTH DEERING",2014,15.4429264068604
"SOUTH DEERING",2015,14.6710901260376
"SOUTH DEERING",2016,14.1044063568115
"SOUTH DEERING",2017,14.114933013916
"SOUTH DEERING",2018,13.2699890136719
"SOUTH DEERING",2019,10.1262350082397
"SOUTH DEERING",2020,13.9851560592651
"SOUTH DEERING",2021,10.3570547103882
"SOUTH DEERING",2022,9.79288387298584
"SOUTH LAWNDALE",2011,23.565185546875
"SOUTH LAWNDALE",2012,22.3094387054443
"SOUTH LAWNDALE",2013,20.6766605377197
"SOUTH LAWNDALE",2014,19.524133682251
"SOUTH LAWNDALE",2015,18.2921161651611
"SOUTH LAWNDALE",2016,17.5713596343994
"SOUTH LAWNDALE",2017,17.3860626220703
"SOUTH LAWNDALE",2018,17.1945133209229
"SOUTH LAWNDALE",2019,13.8052644729614
"SOUTH LAWNDALE",2020,17.4962768554688
"SOUTH LAWNDALE",2021,13.8662748336792
"SOUTH LAWNDALE",2022,13.6427135467529
"SOUTH SHORE",2011,19.4299221038818
"SOUTH SHORE",2012,17.7569732666016
"SOUTH SHORE",2013,16.2327213287354
"SOUTH SHORE",2014,15.3258790969849
"SOUTH SHORE",2015,14.6733522415161
"SOUTH SHORE",2016,14.0523357391357
"SOUTH SHORE",2017,14.0734643936157
"SOUTH SHORE",2018,13.8280458450317
"SOUTH SHORE",2019,12.0573596954346
"SOUTH SHORE",2020,13.3721828460693
"SOUTH SHORE",2021,12.060453414917
"SOUTH SHORE",2022,11.4237174987793
"UPTOWN",2011,22.2632217407227
"UPTOWN",2012,20.7495346069336
"UPTOWN",2013,19.2118453979492
"UPTOWN",2014,18.6620349884033
"UPTOWN",2015,18.0741081237793
"UPTOWN",2016,17.7505111694336
"UPTOWN",2017,17.5801982879639
"UPTOWN",2018,17.8740882873535
"UPTOWN",2019,13.6472320556641
"UPTOWN",2020,15.9268751144409
"UPTOWN",2021,13.5642375946045
"UPTOWN",2022,13.191858291626
"WASHINGTON HEIGHTS",2011,19.5705223083496
"WASHINGTON HEIGHTS",2012,19.622875213623
"WASHINGTON HEIGHTS",2013,18.6358623504639
"WASHINGTON HEIGHTS",2014,17.4381523132324
"WASHINGTON HEIGHTS",2015,16.4942321777344
"WASHINGTON HEIGHTS",2016,15.9301223754883
"WASHINGTON HEIGHTS",2017,15.7908058166504
"WASHINGTON HEIGHTS",2018,14.8231191635132
"WASHINGTON HEIGHTS",2019,12.119966506958
"WASHINGTON HEIGHTS",2020,15.5212125778198
"WASHINGTON HEIGHTS",2021,12.3845672607422
"WASHINGTON HEIGHTS",2022,11.8933610916138
"WASHINGTON PARK",2011,22.2232322692871
"WASHINGTON PARK",2012,20.2730331420898
"WASHINGTON PARK",2013,18.5159873962402
"WASHINGTON PARK",2014,17.504093170166
"WASHINGTON PARK",2015,16.7798614501953
"WASHINGTON PARK",2016,16.0763149261475
"WASHINGTON PARK",2017,16.0896530151367
"WASHINGTON PARK",2018,15.8119983673096
"WASHINGTON PARK",2019,13.1001243591309
"WASHINGTON PARK",2020,15.2810506820679
"WASHINGTON PARK",2021,13.0669689178467
"WASHINGTON PARK",2022,12.169885635376
"WEST ELSDON",2011,20.7856159210205
"WEST ELSDON",2012,19.7473907470703
"WEST ELSDON",2013,18.4067077636719
"WEST ELSDON",2014,17.360179901123
"WEST ELSDON",2015,16.283353805542
"WEST ELSDON",2016,15.574275970459
"WEST ELSDON",2017,15.4297609329224
"WEST ELSDON",2018,15.1754274368286
"WEST ELSDON",2019,13.132866859436
"WEST ELSDON",2020,15.6096353530884
"WEST ELSDON",2021,13.4224634170532
"WEST ELSDON",2022,12.9612951278687
"WEST ENGLEWOOD",2011,20.6796684265137
"WEST ENGLEWOOD",2012,19.6467342376709
"WEST ENGLEWOOD",2013,18.3128852844238
"WEST ENGLEWOOD",2014,17.271692276001
"WEST ENGLEWOOD",2015,16.2003536224365
"WEST ENGLEWOOD",2016,15.494891166687
"WEST ENGLEWOOD",2017,15.351113319397
"WEST ENGLEWOOD",2018,15.0980768203735
"WEST ENGLEWOOD",2019,12.5741662979126
"WEST ENGLEWOOD",2020,15.5300712585449
"WEST ENGLEWOOD",2021,12.789514541626
"WEST ENGLEWOOD",2022,11.952657699585
"WEST GARFIELD PARK",2011,22.0707473754883
"WEST GARFIELD PARK",2012,20.3664016723633
"WEST GARFIELD PARK",2013,18.0798416137695
"WEST GARFIELD PARK",2014,17.228307723999
"WEST GARFIELD PARK",2015,15.9992952346802
"WEST GARFIELD PARK",2016,15.8823957443237
"WEST GARFIELD PARK",2017,15.5648069381714
"WEST GARFIELD PARK",2018,16.0352077484131
"WEST GARFIELD PARK",2019,13.7745227813721
"WEST GARFIELD PARK",2020,15.0389184951782
"WEST GARFIELD PARK",2021,13.6197271347046
"WEST GARFIELD PARK",2022,13.4889850616455
"WEST LAWN",2011,20.526496887207
"WEST LAWN",2012,19.5012149810791
"WEST LAWN",2013,18.1772480010986
"WEST LAWN",2014,17.1437644958496
"WEST LAWN",2015,16.0803623199463
"WEST LAWN",2016,15.3801250457764
"WEST LAWN",2017,15.2374114990234
"WEST LAWN",2018,14.9862489700317
"WEST LAWN",2019,12.2980880737305
"WEST LAWN",2020,15.4150438308716
"WEST LAWN",2021,12.4962329864502
"WEST LAWN",2022,12.0044212341309
"WEST PULLMAN",2011,18.4296112060547
"WEST PULLMAN",2012,18.4422702789307
"WEST PULLMAN",2013,17.5575981140137
"WEST PULLMAN",2014,16.3963508605957
"WEST PULLMAN",2015,15.5742645263672
"WEST PULLMAN",2016,14.9795150756836
"WEST PULLMAN",2017,14.9063596725464
"WEST PULLMAN",2018,13.9803476333618
"WEST PULLMAN",2019,10.3908557891846
"WEST PULLMAN",2020,14.8130903244019
"WEST PULLMAN",2021,10.7705163955688
"WEST PULLMAN",2022,10.2304782867432
"WEST RIDGE",2011,20.4877490997314
"WEST RIDGE",2012,19.1937427520752
"WEST RIDGE",2013,17.7915477752686
"WEST RIDGE",2014,17.2868251800537
"WEST RIDGE",2015,16.8360595703125
"WEST RIDGE",2016,16.62109375
"WEST RIDGE",2017,16.3985214233398
"WEST RIDGE",2018,16.7934722900391
"WEST RIDGE",2019,12.4996719360352
"WEST RIDGE",2020,14.7161512374878
"WEST RIDGE",2021,12.4438781738281
"WEST RIDGE",2022,12.0346450805664
"WEST TOWN",2011,25.0686531066895
"WEST TOWN",2012,23.1104469299316
"WEST TOWN",2013,20.5361499786377
"WEST TOWN",2014,19.5664939880371
"WEST TOWN",2015,18.1887130737305
"WEST TOWN",2016,18.0367031097412
"WEST TOWN",2017,17.6918811798096
"WEST TOWN",2018,18.2263679504395
"WEST TOWN",2019,14.918360710144
"WEST TOWN",2020,17.0919895172119
"WEST TOWN",2021,14.7613763809204
"WEST TOWN",2022,14.5783863067627
"WOODLAWN",2011,19.9146995544434
"WOODLAWN",2012,18.167085647583
"WOODLAWN",2013,16.5925598144531
"WOODLAWN",2014,15.6857805252075
"WOODLAWN",2015,15.0367822647095
"WOODLAWN",2016,14.4063196182251
"WOODLAWN",2017,14.4182720184326
"WOODLAWN",2018,14.1694593429565
"WOODLAWN",2019,12.4513835906982
"WOODLAWN",2020,13.6936655044556
"WOODLAWN",2021,12.4796943664551
"WOODLAWN",2022,11.6452703475952
