GEOID,year,pm25_mean
13031,2018,6.580045700073242
13121,2018,8.5873260498046875
13179,2018,6.715287685394287
13189,2018,6.645323276519775
13213,2018,7.454216003417969
13209,2018,6.775501728057861
13139,2018,7.5965576171875
13245,2018,7.15731954574585
13049,2018,6.899320125579834
13141,2018,6.6255950927734375
13157,2018,7.1141204833984375
13315,2018,6.9882636070251465
13241,2018,6.916923999786377
13269,2018,6.878287315368652
13177,2018,6.961310386657715
13279,2018,6.841486930847168
13007,2018,7.2572102546691895
34015,2018,6.83078670501709
34023,2018,7.355834484100342
34035,2018,6.789056777954102
34031,2018,6.508357524871826
34021,2018,6.770740985870361
34009,2018,5.770997047424316
35031,2018,4.648880958557129
35013,2018,5.919378757476807
28059,2018,7.214041709899902
35033,2018,4.90429162979126
53067,2018,6.465004920959473
51147,2018,6.114577293395996
01009,2018,7.1628265380859375
01095,2018,7.10860538482666
51029,2018,6.078043460845947
51139,2018,6.631814479827881
53017,2018,10.853172302246094
51153,2018,6.338842391967773
51171,2018,6.462466716766357
01043,2018,7.1155900955200195
51061,2018,6.163126468658447
53021,2018,7.5157470703125
53019,2018,9.297911643981934
53029,2018,7.389718532562256
53075,2018,7.7826619148254395
33017,2018,4.709368705749512
31093,2018,5.86424446105957
31115,2018,5.615894317626953
51001,2018,5.89285945892334
21101,2018,7.708326816558838
21093,2018,7.268832683563232
51119,2018,5.628540515899658
22075,2018,7.7483134269714355
22107,2018,7.277711868286133
51193,2018,5.762712478637695
22119,2018,6.947401523590088
23027,2018,4.345423698425293
51091,2018,6.21340274810791
21013,2018,6.656857490539551
21131,2018,6.627355575561523
51083,2018,6.237362861633301
23023,2018,4.464832782745361
21235,2018,6.783308506011963
24041,2018,6.3897013664245605
24033,2018,6.7650322914123535
24035,2018,6.49040412902832
24023,2018,6.853911876678467
51165,2018,6.6539812088012695
37083,2018,5.990328311920166
37179,2018,6.93083381652832
37129,2018,5.969873905181885
37163,2018,6.378824710845947
37031,2018,5.582704544067383
37183,2018,7.03064489364624
37119,2018,7.573054790496826
37087,2018,6.820181846618652
37141,2018,5.677889347076416
37021,2018,6.829746723175049
37047,2018,5.7953596115112305
37039,2018,7.004212379455566
37171,2018,6.508857727050781
37093,2018,6.6105241775512695
37105,2018,6.653796672821045
37173,2018,6.729280948638916
37015,2018,5.705310821533203
37175,2018,6.782484531402588
18083,2018,7.689025402069092
18183,2018,7.502634525299072
18089,2018,7.956467151641846
18051,2018,7.902232646942139
18071,2018,7.62015962600708
18061,2018,7.28759241104126
21071,2018,6.5902533531188965
20123,2018,6.183187961578369
21043,2018,6.701114654541016
21085,2018,6.997774600982666
21011,2018,6.6988911628723145
21099,2018,6.870226860046387
20149,2018,6.532632827758789
21189,2018,6.489531993865967
21003,2018,6.896751880645752
21109,2018,6.525218963623047
21205,2018,6.640860080718994
21147,2018,6.746537685394287
21031,2018,7.126819610595703
20203,2018,5.774333953857422
17031,2018,8.9282379150390625
17027,2018,7.527500629425049
17079,2018,7.475069999694824
17171,2018,7.209810256958008
17185,2018,7.619699954986572
17047,2018,7.421438694000244
39043,2018,7.217656135559082
06001,2018,9.02318286895752
06081,2018,7.453009605407715
06065,2018,7.394087791442871
06095,2018,10.7477445602417
06103,2018,11.8439359664917
06111,2018,7.197961330413818
06083,2018,6.282027721405029
36081,2018,7.575517654418945
06093,2018,9.809782028198242
06115,2018,11.95358657836914
06033,2018,9.46633529663086
06061,2018,9.250314712524414
06005,2018,9.863804817199707
06043,2018,11.951957702636719
08029,2018,5.2152419090271
12119,2018,7.553280353546143
12069,2018,7.408394813537598
08069,2018,5.320831298828125
09009,2018,5.978679656982422
09007,2018,5.557310581207275
12079,2018,6.979582786560059
12127,2018,7.250446796417236
12099,2018,8.152268409729004
12113,2018,6.824584484100342
12125,2018,6.801456928253174
12093,2018,7.6968865394592285
08083,2018,4.9078755378723145
42033,2018,6.956411361694336
42125,2018,7.801522254943848
42031,2018,7.287350654602051
42097,2018,7.339366436004639
42061,2018,6.9725542068481445
55099,2018,5.573327541351318
55121,2018,6.905059337615967
55075,2018,4.828152179718018
55001,2018,6.86911678314209
30051,2018,7.4360246658325195
30005,2018,7.074768543243408
30077,2018,5.714109420776367
30057,2018,5.968080043792725
30003,2018,5.568756580352783
30073,2018,7.150434494018555
30045,2018,5.796032905578613
30009,2018,5.21597146987915
30085,2018,6.253095626831055
30069,2018,6.372584819793701
49035,2018,7.437812805175781
49011,2018,6.799353122711182
01097,2018,7.09523868560791
49025,2018,4.806919097900391
01033,2018,6.789789199829102
01041,2018,6.661223888397217
01065,2018,6.796178340911865
01109,2018,6.736441135406494
36011,2018,6.233495235443115
36025,2018,5.958672523498535
36115,2018,6.043100833892822
48029,2018,7.5275983810424805
48423,2018,7.004058837890625
48201,2018,8.275519371032715
48471,2018,7.437570571899414
48257,2018,6.7224507331848145
48223,2018,6.561709403991699
48321,2018,6.8255109786987305
48473,2018,7.403754234313965
48215,2018,8.207777976989746
48323,2018,7.665760517120361
48187,2018,7.097361087799072
48343,2018,6.842474460601807
48389,2018,6.520017147064209
48071,2018,7.392233371734619
48351,2018,7.056447982788086
48057,2018,6.844127655029297
48455,2018,7.353139400482178
40017,2018,6.648849010467529
40135,2018,6.009812355041504
40117,2018,6.387772083282471
40101,2018,6.407027721405029
40127,2018,6.1557536125183105
40075,2018,6.166180610656738
41023,2018,6.186162948608398
41061,2018,6.428889751434326
41007,2018,4.954349040985107
41003,2018,5.302727699279785
41015,2018,13.942245483398438
01131,2018,6.643045425415039
01079,2018,6.8344645500183105
01035,2018,6.686645030975342
05067,2018,6.894754409790039
05001,2018,6.670317649841309
05011,2018,6.777695655822754
05025,2018,6.52045202255249
05099,2018,6.5067572593688965
