GEOID,year,pm25_mean
48273,2018,6.625792026519775
48179,2018,5.608255863189697
48195,2018,6.167004108428955
48379,2018,6.609979629516602
48277,2018,6.425696849822998
45063,2018,6.829768657684326
45051,2018,5.879100799560547
45013,2018,6.719466686248779
45045,2018,6.86824369430542
45069,2018,6.397772789001465
45021,2018,6.481116771697998
45007,2018,6.729581356048584
45087,2018,6.319911479949951
45027,2018,6.157017230987549
45061,2018,6.279590606689453
45039,2018,6.318443298339844
45017,2018,6.345572471618652
45043,2018,5.943057060241699
21181,2018,6.772107124328613
22103,2018,7.54038667678833
47037,2018,7.742576599121094
47045,2018,6.956210136413574
47129,2018,6.833254337310791
46023,2018,6.043384552001953
47163,2018,7.410201072692871
47055,2018,6.712940692901611
47107,2018,7.080331325531006
47031,2018,7.054234981536865
46055,2018,5.877253532409668
47173,2018,7.147637367248535
47189,2018,7.161474227905273
46079,2018,6.369877338409424
20151,2018,5.878444194793701
47097,2018,6.87714958190918
47079,2018,6.7550177574157715
56039,2018,5.810194492340088
56029,2018,5.264216899871826
54043,2018,6.749654769897461
54001,2018,6.471617698669434
54037,2018,6.783474922180176
54049,2018,6.932664394378662
54109,2018,6.506220817565918
54005,2018,6.6909074783325195
16005,2018,6.253785133361816
04001,2018,4.980713844299316
12045,2018,7.049322605133057
12123,2018,6.953736782073975
29201,2018,7.17747688293457
29069,2018,7.102606296539307
29129,2018,6.711345672607422
29031,2018,6.963740348815918
25027,2018,5.635721206665039
26163,2018,8.56157112121582
26021,2018,6.400113582611084
26077,2018,6.799169540405273
26033,2018,4.576428413391113
26071,2018,4.570721626281738
37055,2018,5.714607238769531
48443,2018,6.69020938873291
48205,2018,5.58775520324707
04013,2018,7.874266147613525
27167,2018,6.448455810546875
27133,2018,6.310444355010986
27119,2018,6.517670154571533
27069,2018,6.5397539138793945
27125,2018,6.229977130889893
27023,2018,5.734494686126709
26097,2018,4.479150295257568
38067,2018,6.342530250549316
48405,2018,7.220728397369385
48119,2018,6.551877498626709
22019,2018,7.580478668212891
22005,2018,8.808866500854492
22071,2018,8.766571044921875
22113,2018,8.110030174255371
22043,2018,7.201864242553711
38005,2018,6.604040145874023
38097,2018,6.529731273651123
38095,2018,6.547337055206299
38037,2018,6.174794673919678
28093,2018,6.697752475738525
28001,2018,7.29032039642334
28121,2018,6.983992099761963
28143,2018,6.8164262771606445
28095,2018,6.8079447746276855
28039,2018,6.863029479980469
28087,2018,7.123136043548584
28163,2018,6.836940765380859
28053,2018,7.1192779541015625
16061,2018,6.5957560539245605
16079,2018,6.809420108795166
16077,2018,6.171921730041504
25011,2018,5.868429660797119
51121,2018,6.3733062744140625
51075,2018,6.130252838134766
51093,2018,5.681650638580322
51137,2018,6.08206033706665
51023,2018,6.18272066116333
51009,2018,6.075589656829834
51007,2018,6.121152400970459
51097,2018,5.559847354888916
51081,2018,5.931107997894287
32011,2018,5.820129871368408
29197,2018,6.585822582244873
48301,2018,6.433424472808838
48155,2018,5.538286209106445
31015,2018,5.974250316619873
23021,2018,4.4699530601501465
16025,2018,5.988688945770264
08107,2018,5.344120502471924
08097,2018,4.868686199188232
08117,2018,4.882942199707031
08053,2018,4.725327014923096
08023,2018,4.607398986816406
08065,2018,4.753050327301025
08057,2018,5.3863844871521
13073,2018,6.852352619171143
13205,2018,7.593493461608887
34007,2018,6.967831611633301
34027,2018,6.456644535064697
34017,2018,7.997975826263428
34001,2018,5.741499900817871
34025,2018,6.428893566131592
34011,2018,6.029506683349609
34019,2018,6.4567341804504395
35045,2018,4.745811462402344
35017,2018,5.734533309936523
35007,2018,5.471797466278076
35051,2018,5.901773929595947
35055,2018,4.800678730010986
01089,2018,7.210743427276611
01117,2018,7.581361293792725
01121,2018,7.49821662902832
01073,2018,7.745401859283447
53027,2018,5.324437141418457
53049,2018,5.100775718688965
01055,2018,7.406548500061035
53011,2018,6.493312835693359
53073,2018,8.690489768981934
51107,2018,6.525404453277588
13319,2018,6.802436828613281
13021,2018,7.045322418212891
13143,2018,7.703008651733398
13151,2018,7.777946949005127
13215,2018,7.111852169036865
13113,2018,7.8796515464782715
13025,2018,6.840757369995117
13301,2018,6.7336955070495605
13123,2018,7.335574626922607
13183,2018,6.726711273193359
13277,2018,7.280428409576416
13291,2018,7.00349760055542
13263,2018,6.888998985290527
13265,2018,6.554850101470947
37069,2018,6.279738426208496
37123,2018,6.585721969604492
37199,2018,6.563711166381836
37155,2018,6.3396759033203125
37167,2018,6.63002347946167
37161,2018,6.411615371704102
37065,2018,6.041020393371582
37041,2018,5.627278804779053
37149,2018,6.413753032684326
37113,2018,6.617915630340576
37007,2018,6.638653755187988
37023,2018,6.613401412963867
37121,2018,6.533799648284912
19075,2018,6.998114109039307
19149,2018,6.729528427124023
19117,2018,6.7635884284973145
19025,2018,6.866403102874756
19111,2018,6.927475929260254
18117,2018,7.158257961273193
19163,2018,7.591914176940918
19131,2018,6.839574337005615
18125,2018,7.516977787017822
18027,2018,7.688206195831299
18123,2018,7.0907301902771
20043,2018,7.037878513336182
20145,2018,5.689027309417725
21209,2018,7.051910400390625
21107,2018,7.201263427734375
21017,2018,6.9636101722717285
21079,2018,6.900156497955322
21049,2018,6.976448059082031
21051,2018,6.550778388977051
20119,2018,5.749969959259033
21239,2018,7.0940327644348145
20071,2018,5.522602081298828
21005,2018,6.862231731414795
21165,2018,6.555150032043457
17163,2018,8.092277526855469
17089,2018,7.999396324157715
17167,2018,7.402150630950928
17017,2018,7.138372421264648
17161,2018,7.567091464996338
17177,2018,7.593841552734375
17109,2018,7.007736682891846
17129,2018,7.232213973999023
17125,2018,7.192062854766846
39093,2018,7.5274224281311035
39061,2018,8.727313995361328
39007,2018,6.803766250610352
39167,2018,7.111672878265381
39123,2018,7.629559516906738
39079,2018,7.1890716552734375
06037,2018,8.956002235412598
06087,2018,7.364203929901123
06039,2018,10.81767749786377
06019,2018,9.135171890258789
06097,2018,7.979011535644531
06099,2018,11.199505805969238
06107,2018,8.69620132446289
06013,2018,9.586606979370117
06047,2018,10.9291410446167
36047,2018,8.278327941894531
36005,2018,7.723324775695801
06105,2018,9.271913528442383
36119,2018,6.814239025115967
36071,2018,6.100998878479004
06025,2018,8.331790924072266
51019,2018,6.171637058258057
01001,2018,6.942518711090088
53009,2018,5.397758960723877
53071,2018,6.829378128051758
51089,2018,6.244170665740967
53007,2018,13.79987621307373
53025,2018,8.89639663696289
53057,2018,8.852725982666016
53037,2018,7.429312229156494
01107,2018,6.784181118011475
53043,2018,9.136531829833984
33015,2018,5.124145984649658
33007,2018,5.317027568817139
32031,2018,8.419909477233887
31071,2018,5.605269908905029
31155,2018,6.980219841003418
31089,2018,5.9406938552856445
31183,2018,5.779703140258789
24039,2018,6.117711544036865
24037,2018,5.89315128326416
21111,2018,8.32022762298584
22051,2018,8.379154205322266
51159,2018,5.491364002227783
51133,2018,5.704629421234131
51057,2018,5.625140190124512
21135,2018,6.904355049133301
22031,2018,7.23957633972168
22029,2018,7.471663475036621
22111,2018,7.025871276855469
21007,2018,7.142361164093018
51103,2018,5.677209377288818
21133,2018,6.771945953369141
23003,2018,4.475886344909668
21121,2018,6.650049209594727
21167,2018,6.981017112731934
21179,2018,7.273720741271973
21125,2018,6.946184158325195
21097,2018,6.917483329772949
21029,2018,7.464180946350098
51143,2018,6.19274377822876
21217,2018,6.848094463348389
51099,2018,5.862006187438965
21159,2018,6.6029372215271
21123,2018,7.112281322479248
22109,2018,7.925985336303711
24001,2018,6.745719909667969
24003,2018,7.062777042388916
24029,2018,6.480586528778076
24013,2018,6.794129371643066
25009,2018,5.4243245124816895
25013,2018,5.920018672943115
24047,2018,6.0056562423706055
25025,2018,6.457892894744873
37127,2018,6.247084140777588
37099,2018,6.660345077514648
37115,2018,6.68532657623291
37079,2018,6.042737007141113
37147,2018,5.897711753845215
42101,2018,8.08340072631836
42049,2018,6.713411331176758
42091,2018,7.593295097351074
42079,2018,6.70192289352417
42095,2018,7.042877197265625
42043,2018,7.500783443450928
42071,2018,7.959023952484131
42013,2018,7.216663837432861
42035,2018,6.8462934494018555
42055,2018,7.1014862060546875
42067,2018,7.072601795196533
44007,2018,5.494621276855469
42051,2018,7.411837577819824
44009,2018,5.085620880126953
55061,2018,5.600270748138428
55011,2018,6.774311065673828
48213,2018,6.928787708282471
48037,2018,6.577978610992432
48331,2018,7.239200115203857
48315,2018,6.847998142242432
48081,2018,5.943267822265625
48475,2018,6.562098503112793
48163,2018,6.8486247062683105
48313,2018,7.345607280731201
48083,2018,6.008053779602051
48289,2018,7.32665491104126
48005,2018,7.221532344818115
40143,2018,7.10034704208374
40089,2018,6.24135160446167
40113,2018,6.436119079589844
40087,2018,6.5060319900512695
40141,2018,6.122800350189209
40095,2018,6.52208948135376
40077,2018,6.230161190032959
40055,2018,5.89186429977417
40151,2018,5.975389003753662
41047,2018,6.008283615112305
41057,2018,4.85735559463501
41065,2018,6.1691694259643555
41043,2018,5.968756198883057
41021,2018,6.343746185302734
41063,2018,6.419687747955322
41017,2018,6.629528999328613
01119,2018,6.840107440948486
05039,2018,6.372129917144775
05013,2018,6.746565341949463
05081,2018,6.6052937507629395
05029,2018,6.197378158569336
16087,2018,6.8894782066345215
05003,2018,6.989265441894531
05103,2018,6.6064066886901855
05019,2018,6.275394916534424
05073,2018,6.889936447143555
05063,2018,6.186525344848633
05147,2018,6.820906639099121
05093,2018,7.2184929847717285
06003,2018,8.582563400268555
05091,2018,6.72442102432251
05095,2018,6.657390117645264
05017,2018,7.1680121421813965
16081,2018,6.387416362762451
48477,2018,7.146030902862549
48075,2018,5.645577430725098
48487,2018,5.935337066650391
48333,2018,6.4498820304870605
48411,2018,6.415127277374268
48419,2018,7.467723369598389
48105,2018,6.480450630187988
48051,2018,7.2110066413879395
55111,2018,7.113487720489502
55003,2018,5.063187122344971
55023,2018,6.726803302764893
55037,2018,4.635180950164795
55051,2018,4.950653553009033
30093,2018,5.3874287605285645
30037,2018,5.50664758682251
30083,2018,6.221398830413818
30059,2018,5.492489337921143
30047,2018,7.086239337921143
30061,2018,6.32907772064209
30015,2018,6.520944595336914
49043,2018,5.572196006774902
49003,2018,6.05282735824585
49051,2018,6.190150737762451
49005,2018,6.145326614379883
49001,2018,5.800450801849365
49047,2018,5.228501796722412
49019,2018,5.012343883514404
01025,2018,6.756154537200928
01039,2018,6.682638645172119
01099,2018,6.708878517150879
01005,2018,6.86621618270874
01085,2018,6.751758575439453
01051,2018,7.005134105682373
36075,2018,5.8672308921813965
36069,2018,6.515848636627197
36117,2018,6.078693866729736
36051,2018,6.557283878326416
36027,2018,6.276689052581787
36077,2018,6.0454487800598145
36113,2018,5.745165824890137
36009,2018,6.394556999206543
48113,2018,8.202515602111816
48085,2018,7.159692287445068
48453,2018,7.365199089050293
48181,2018,6.632700443267822
48141,2018,6.506536960601807
48039,2018,7.33989953994751
48409,2018,7.124600410461426
48199,2018,6.994049072265625
06101,2018,11.148618698120117
06027,2018,5.848354339599609
06109,2018,9.3404083251953125
36013,2018,6.590998649597168
06011,2018,12.078974723815918
06057,2018,8.97615909576416
36017,2018,6.1310296058654785
06015,2018,9.62736701965332
08005,2018,5.739432334899902
12095,2018,7.634949684143066
12101,2018,8.070005416870117
12071,2018,7.879829406738281
12105,2018,7.90496826171875
08051,2018,4.516012191772461
09011,2018,5.292387962341309
10001,2018,6.401843547821045
11001,2018,8.009654998779297
08113,2018,5.027496814727783
12009,2018,6.981972694396973
12097,2018,7.394178867340088
12063,2018,6.767167091369629
12017,2018,7.610815048217773
12015,2018,7.773759365081787
42089,2018,6.385872840881348
12049,2018,7.777863025665283
12077,2018,7.032885551452637
12013,2018,6.837919235229492
12047,2018,6.969786643981934
12129,2018,7.073680877685547
29095,2018,7.802043437957764
29033,2018,6.6956634521484375
29029,2018,6.333237171173096
29123,2018,6.458065986633301
29023,2018,6.9498610496521
29103,2018,6.567194938659668
29171,2018,6.621216297149658
29157,2018,6.877964496612549
29003,2018,6.962883949279785
25017,2018,5.935062408447266
26003,2018,4.364363193511963
26063,2018,5.517867088317871
26129,2018,5.226646423339844
26109,2018,4.713217258453369
26073,2018,5.902503490447998
26055,2018,4.8930230140686035
26013,2018,4.405549049377441
26141,2018,4.785542964935303
48063,2018,7.463964462280273
48115,2018,5.592906475067139
48287,2018,6.95829439163208
27075,2018,5.3166351318359375
04009,2018,6.547910213470459
04007,2018,5.676826477050781
04021,2018,7.314979076385498
16039,2018,6.431729316711426
27137,2018,5.758382320404053
27061,2018,5.828446388244629
27145,2018,6.05838680267334
27103,2018,6.47550106048584
27127,2018,5.870246410369873
27097,2018,5.76902961730957
27089,2018,6.354068756103516
27147,2018,6.742587566375732
27031,2018,4.87958288192749
27011,2018,5.8677287101745605
38105,2018,6.533554553985596
38019,2018,6.194740295410156
22069,2018,7.16229248046875
22063,2018,7.7522292137146
22099,2018,8.009401321411133
22015,2018,7.0466508865356445
22127,2018,7.101451873779297
22079,2018,7.389266014099121
22091,2018,7.125023365020752
22115,2018,7.287400245666504
22001,2018,7.713325023651123
22045,2018,8.327905654907227
22025,2018,7.389892578125
22047,2018,8.299175262451172
38099,2018,6.336214065551758
38071,2018,6.582270622253418
38031,2018,6.355512619018555
38085,2018,6.358661651611328
54013,2018,6.566678524017334
54007,2018,6.492421627044678
22081,2018,7.206051826477051
28045,2018,7.177567481994629
48407,2018,7.148074150085449
48387,2018,6.372279644012451
48055,2018,7.01137638092041
45035,2018,6.295436859130859
45083,2018,6.630615711212158
45073,2018,7.049556732177734
45047,2018,6.432358741760254
45079,2018,6.575887680053711
45031,2018,6.287481307983398
45057,2018,6.505635738372803
45055,2018,6.301681041717529
45049,2018,6.351656436920166
45067,2018,5.914702415466309
21065,2018,6.5325117111206055
22055,2018,7.891049385070801
47003,2018,6.854328632354736
47035,2018,6.812156677246094
47053,2018,6.741243839263916
47159,2018,6.813882827758789
47165,2018,7.199465274810791
47149,2018,7.212071418762207
46123,2018,6.005757808685303
46093,2018,5.890496730804443
46071,2018,6.061654090881348
46075,2018,5.944817543029785
47065,2018,7.527459144592285
47089,2018,7.383045673370361
47005,2018,6.795550346374512
47185,2018,6.861469268798828
47041,2018,6.9377570152282715
47001,2018,7.109386920928955
47029,2018,6.9601922035217285
47145,2018,7.236210823059082
47009,2018,7.028050422668457
47147,2018,7.275383472442627
47141,2018,6.827273368835449
47043,2018,6.787765979766846
47011,2018,7.359738826751709
46085,2018,6.137144088745117
47091,2018,6.6233062744140625
20001,2018,6.586511135101318
47135,2018,6.410803318023682
47183,2018,6.632009506225586
47143,2018,7.0712738037109375
47127,2018,6.856821537017822
47175,2018,6.808862686157227
56033,2018,5.43142557144165
56003,2018,5.775219440460205
54107,2018,6.952126979827881
54059,2018,6.651019096374512
54011,2018,7.065124034881592
54067,2018,6.516088008880615
54083,2018,6.371003150939941
54003,2018,6.71457052230835
54053,2018,7.401756763458252
54041,2018,6.503612518310547
54073,2018,6.9376397132873535
54027,2018,6.474518299102783
13219,2018,6.893552303314209
13237,2018,6.739160537719727
04012,2018,7.162294387817383
13201,2018,7.248239040374756
51149,2018,5.999176979064941
51157,2018,6.103739261627197
51067,2018,6.154647350311279
51087,2018,6.378875732421875
51017,2018,6.149759292602539
51141,2018,6.214657306671143
51177,2018,6.094782829284668
51037,2018,6.150991439819336
51109,2018,6.062321662902832
51101,2018,5.719206809997559
51033,2018,5.7657084465026855
51181,2018,5.670815467834473
51678,2018,6.46917724609375
13135,2018,8.371854782104492
13103,2018,6.5916056632995605
13067,2018,8.844115257263184
13089,2018,8.60180377960205
13153,2018,6.965460300445557
13229,2018,6.9901652336120605
13077,2018,7.5970354080200195
13317,2018,6.55068302154541
13217,2018,7.2250800132751465
13019,2018,7.308567523956299
19195,2018,6.6505279541015625
19029,2018,7.223296165466309
20169,2018,6.061934947967529
21203,2018,6.669811248779297
21193,2018,6.6630330085754395
21069,2018,6.812368392944336
21183,2018,7.232369422912598
21175,2018,6.53070592880249
20105,2018,6.005796432495117
21063,2018,6.535452842712402
17097,2018,7.9025774002075195
39035,2018,8.037711143493652
39075,2018,7.6976189613342285
39095,2018,7.961644649505615
06071,2018,7.168227672576904
06041,2018,8.958203315734863
36053,2018,6.047898769378662
36029,2018,6.70491361618042
06063,2018,9.361993789672852
06079,2018,6.394118785858154
36103,2018,5.72288179397583
06009,2018,9.941296577453613
36065,2018,5.987905502319336
08035,2018,5.7499308586120605
12057,2018,8.408624649047852
12117,2018,7.175350666046143
09003,2018,6.00645112991333
12055,2018,7.656507968902588
08013,2018,5.773778915405273
12031,2018,7.109438896179199
12107,2018,6.843865871429443
08093,2018,4.630946159362793
08055,2018,4.721512794494629
12109,2018,6.8168535232543945
42045,2018,7.679267406463623
42111,2018,7.191262722015381
42103,2018,6.120407581329346
42027,2018,6.873634338378906
44003,2018,5.37713623046875
55059,2018,7.0969624519348145
30027,2018,6.290998935699463
30081,2018,5.393723487854004
30049,2018,6.0662970542907715
30087,2018,5.979955196380615
30001,2018,6.577884674072266
30013,2018,6.216349124908447
30007,2018,5.872939109802246
30055,2018,6.245344161987305
49057,2018,6.380129337310791
49049,2018,7.2482452392578125
49017,2018,4.874943256378174
01003,2018,6.893912315368652
13079,2018,6.875328540802002
13001,2018,7.055285453796387
28007,2018,6.580722332000732
13283,2018,6.741010665893555
48073,2018,7.127481460571289
34029,2018,5.99564790725708
34033,2018,6.576276779174805
35039,2018,4.397144794464111
35043,2018,4.796655654907227
28149,2018,7.07599401473999
35021,2018,4.618085861206055
01129,2018,6.910135746002197
53061,2018,7.718834400177002
51015,2018,6.308963298797607
53055,2018,7.140384197235107
51031,2018,6.195964336395264
53063,2018,8.886944770812988
51051,2018,6.706202030181885
51195,2018,6.971553325653076
53015,2018,5.828839302062988
33009,2018,5.234828948974609
32019,2018,7.215071201324463
24017,2018,6.004230976104736
21095,2018,6.732564926147461
21047,2018,7.106168746948242
23013,2018,4.2592997550964355
23015,2018,4.278521537780762
22035,2018,7.330667495727539
21027,2018,7.061809062957764
21127,2018,6.73900842666626
21151,2018,6.933651447296143
21231,2018,6.697721004486084
51191,2018,6.877329349517822
24025,2018,6.603614330291748
24015,2018,6.600069999694824
37089,2018,6.850531101226807
37027,2018,6.641774654388428
37133,2018,5.7526326179504395
37067,2018,6.979393005371094
37193,2018,6.7577805519104
37111,2018,6.545575141906738
37117,2018,5.659514904022217
37059,2018,6.518918514251709
37103,2018,5.639473915100098
32015,2018,6.005322456359863
28047,2018,7.168629169464111
28029,2018,7.011839389801025
28011,2018,6.749817848205566
28033,2018,7.208572864532471
28103,2018,6.937924385070801
28083,2018,6.77538537979126
28137,2018,6.619913101196289
48311,2018,7.242485046386719
16043,2018,5.861105918884277
16035,2018,5.91359281539917
16029,2018,6.364276885986328
16059,2018,7.032713413238525
16083,2018,6.581668853759766
16003,2018,6.744489669799805
16031,2018,6.317687034606934
48229,2018,6.052408695220947
50009,2018,5.5346574783325195
29113,2018,7.337218284606934
29013,2018,6.765931129455566
29205,2018,6.662771224975586
26115,2018,7.563301086425781
26125,2018,7.80128812789917
26099,2018,7.778026103973389
26103,2018,4.415255069732666
18023,2018,7.9910383224487305
48449,2018,6.946736812591553
27053,2018,7.546275615692139
27071,2018,5.991944313049316
27013,2018,6.590658664703369
27015,2018,6.074904441833496
27073,2018,5.825611591339111
37053,2018,5.548934459686279
38017,2018,6.316266059875488
37177,2018,5.3356709480285645
48395,2018,7.3598151206970215
22013,2018,7.051063060760498
22037,2018,7.408967018127441
22053,2018,7.65661096572876
22039,2018,7.407894611358643
22009,2018,7.4049530029296875
38055,2018,6.480892658233643
54093,2018,6.483053684234619
48501,2018,5.39714241027832
28161,2018,6.635573387145996
16041,2018,6.233794212341309
50021,2018,5.758070945739746
51163,2018,6.144080638885498
51145,2018,6.15653133392334
51035,2018,6.338885307312012
51630,2018,6.4878339767456055
51005,2018,6.185336589813232
31117,2018,5.570005893707275
23007,2018,4.894333362579346
08037,2018,5.089292526245117
08091,2018,4.98984956741333
08027,2018,4.382938861846924
31103,2018,5.8219404220581055
08111,2018,5.3641133308410645
01101,2018,6.949351787567139
51063,2018,6.190821170806885
51167,2018,6.877262115478516
51047,2018,6.213938236236572
53041,2018,5.9757232666015625
51003,2018,6.10007905960083
13195,2018,6.8219733238220215
13039,2018,7.022311210632324
13033,2018,6.7362236976623535
13127,2018,6.925514221191406
13185,2018,7.203771114349365
13105,2018,6.719745635986328
37165,2018,6.634195327758789
19045,2018,7.482335090637207
19147,2018,6.424549579620361
18173,2018,7.62558650970459
18019,2018,7.59794282913208
19063,2018,6.194624900817871
20081,2018,5.949704170227051
21115,2018,6.572488784790039
21155,2018,6.851776123046875
17043,2018,9.319945335388184
17153,2018,7.172183990478516
17165,2018,7.175479412078857
39049,2018,9.426251411437988
06067,2018,11.429938316345215
06073,2018,7.217229843139648
06089,2018,11.977486610412598
36045,2018,5.6306939125061035
36105,2018,5.909541130065918
36031,2018,5.389086723327637
36107,2018,6.440577030181885
48245,2018,7.528309345245361
48499,2018,6.840085983276367
48373,2018,7.107158184051514
48427,2018,8.082265853881836
48157,2018,7.6467604637146
48467,2018,6.683948040008545
48465,2018,7.248467445373535
48481,2018,6.957352161407471
48103,2018,6.304215908050537
48035,2018,6.7997870445251465
48127,2018,7.260341167449951
48175,2018,6.687175750732422
40027,2018,6.581855297088623
40145,2018,6.5647149085998535
40079,2018,6.2375640869140625
40067,2018,6.470096111297607
41041,2018,4.771603584289551
41033,2018,14.1763916015625
41067,2018,5.791390895843506
06051,2018,7.092727184295654
05075,2018,6.717308521270752
05057,2018,6.487452030181885
05131,2018,6.120532512664795
06091,2018,8.043267250061035
16033,2018,6.135025978088379
48007,2018,7.028103828430176
48393,2018,5.92680025100708
48399,2018,6.037858009338379
48015,2018,7.092669486999512
45003,2018,6.850017070770264
45019,2018,6.326027870178223
45041,2018,6.016327857971191
45077,2018,6.835093021392822
45075,2018,6.298557281494141
21229,2018,6.884384632110596
47105,2018,7.277444839477539
47157,2018,7.4676432609558105
47025,2018,6.830851078033447
47121,2018,7.086593151092529
