"community","year","pm25"
"BELMONT CRAGIN",2021,8.86309337615967
"BELMONT CRAGIN",2022,8.4574785232544
"BEVERLY",2011,10.4353895187378
"BEVERLY",2012,10.5039701461792
"BEVERLY",2013,9.33493137359619
"BEVERLY",2014,9.96483707427979
"BEVERLY",2015,9.0767650604248
"BEVERLY",2016,8.42127704620361
"BEVERLY",2017,8.092360496521
"BEVERLY",2018,8.75759220123291
"BEVERLY",2019,8.10999011993408
"BEVERLY",2020,7.71126127243042
"BEVERLY",2021,8.71669101715088
"BEVERLY",2022,8.78795528411865
"BRIDGEPORT",2011,10.4702453613281
"BRIDGEPORT",2012,11.0080575942993
"BRIDGEPORT",2013,9.93731117248535
"BRIDGEPORT",2014,10.1866073608398
"BRIDGEPORT",2015,9.4748945236206
"BRIDGEPORT",2016,8.55326843261719
"BRIDGEPORT",2017,8.63243770599365
"BRIDGEPORT",2018,9.43113899230957
"BRIDGEPORT",2019,8.68735313415527
"BRIDGEPORT",2020,8.17788600921631
"BRIDGEPORT",2021,9.47579669952393
"BRIDGEPORT",2022,9.50583553314209
"BRIGHTON PARK",2011,11.0780038833618
"BRIGHTON PARK",2012,11.3279342651367
"BRIGHTON PARK",2013,10.0377311706543
"BRIGHTON PARK",2014,10.2307233810425
"BRIGHTON PARK",2015,9.48235321044922
"BRIGHTON PARK",2016,8.66702651977539
"BRIGHTON PARK",2017,8.56374168395996
"BRIGHTON PARK",2018,9.24606609344482
"BRIGHTON PARK",2019,8.81078147888184
"BRIGHTON PARK",2020,8.12552452087402
"BRIGHTON PARK",2021,9.43386459350586
"BRIGHTON PARK",2022,9.35046768188477
"BURNSIDE",2011,10.3498058319092
"BURNSIDE",2012,10.536792755127
"BURNSIDE",2013,9.41317844390869
"BURNSIDE",2014,10.1040859222412
"BURNSIDE",2015,9.34386253356934
"BURNSIDE",2016,8.41840267181396
"BURNSIDE",2017,8.17149257659912
"BURNSIDE",2018,8.81425476074219
"BURNSIDE",2019,8.15582656860352
"BURNSIDE",2020,7.8822455406189
"BURNSIDE",2021,9.27321147918701
"BURNSIDE",2022,9.14892959594727
"CALUMET HEIGHTS",2011,10.1074619293213
"CALUMET HEIGHTS",2012,10.3509521484375
"CALUMET HEIGHTS",2013,9.28645038604736
"CALUMET HEIGHTS",2014,9.92643356323242
"CALUMET HEIGHTS",2015,9.31222152709961
"CALUMET HEIGHTS",2016,8.24885559082031
"CALUMET HEIGHTS",2017,7.86470222473145
"CALUMET HEIGHTS",2018,8.5565996170044
"CALUMET HEIGHTS",2019,7.84969472885132
"CALUMET HEIGHTS",2020,7.59196519851685
"CALUMET HEIGHTS",2021,9.208664894104
"CALUMET HEIGHTS",2022,8.9548225402832
"CHATHAM",2011,10.3432989120483
"CHATHAM",2012,10.5676708221436
"CHATHAM",2013,9.41624736785889
"CHATHAM",2014,10.0066652297974
"CHATHAM",2015,9.20398044586182
"CHATHAM",2016,8.40809059143066
"CHATHAM",2017,8.20395278930664
"CHATHAM",2018,8.81577682495117
"CHATHAM",2019,8.23953723907471
"CHATHAM",2020,7.83837842941284
"CHATHAM",2021,9.10019493103027
"CHATHAM",2022,8.9711503982544
"CHICAGO LAWN",2011,10.731333732605
"CHICAGO LAWN",2012,10.8644886016846
"CHICAGO LAWN",2013,9.56318473815918
"CHICAGO LAWN",2014,10.0436201095581
"CHICAGO LAWN",2015,9.20222187042236
"CHICAGO LAWN",2016,8.4470329284668
"CHICAGO LAWN",2017,8.17417812347412
"CHICAGO LAWN",2018,8.92613887786865
"CHICAGO LAWN",2019,8.5535192489624
"CHICAGO LAWN",2020,7.91943502426147
"CHICAGO LAWN",2021,9.0093412399292
"CHICAGO LAWN",2022,9.07760047912598
"CLEARING",2011,10.9085502624512
"CLEARING",2012,10.9849967956543
"CLEARING",2013,9.83029651641846
"CLEARING",2014,10.327730178833
"CLEARING",2015,9.48961162567139
"CLEARING",2016,8.58651161193848
"CLEARING",2017,8.3432674407959
"CLEARING",2018,9.19129180908203
"CLEARING",2019,8.40653228759766
"CLEARING",2020,7.96511507034302
"CLEARING",2021,9.08998584747314
"CLEARING",2022,9.08583354949951
"DOUGLAS",2011,10.4680633544922
"DOUGLAS",2012,10.9978618621826
"DOUGLAS",2013,9.64182090759277
"DOUGLAS",2014,9.87791728973389
"DOUGLAS",2015,9.06002044677734
"DOUGLAS",2016,7.92310810089111
"DOUGLAS",2017,8.06478214263916
"DOUGLAS",2018,9.06284141540527
"DOUGLAS",2019,8.22068691253662
"DOUGLAS",2020,7.68502616882324
"DOUGLAS",2021,9.23103904724121
"DOUGLAS",2022,8.94942378997803
"DUNNING",2011,10.4928398132324
"DUNNING",2012,10.5561418533325
"DUNNING",2013,9.58348369598389
"DUNNING",2014,9.8451738357544
"DUNNING",2015,9.22751617431641
"DUNNING",2016,8.43594455718994
"DUNNING",2017,8.18651008605957
"DUNNING",2018,9.02344036102295
"DUNNING",2019,8.43102073669434
"DUNNING",2020,7.77807140350342
"DUNNING",2021,8.83431529998779
"DUNNING",2022,8.62346935272217
"EAST GARFIELD PARK",2011,10.2149515151978
"EAST GARFIELD PARK",2012,10.8015556335449
"EAST GARFIELD PARK",2013,9.59267234802246
"EAST GARFIELD PARK",2014,9.73590564727783
"EAST GARFIELD PARK",2015,9.02139186859131
"EAST GARFIELD PARK",2016,7.99381923675537
"EAST GARFIELD PARK",2017,8.1794376373291
"EAST GARFIELD PARK",2018,8.56773090362549
"EAST GARFIELD PARK",2019,8.06682682037354
"EAST GARFIELD PARK",2020,7.50921964645386
"EAST GARFIELD PARK",2021,8.95572280883789
"EAST GARFIELD PARK",2022,8.42674541473389
"EAST SIDE",2011,10.467357635498
"EAST SIDE",2012,10.7021970748901
"EAST SIDE",2013,9.38971614837646
"EAST SIDE",2014,10.0548868179321
"EAST SIDE",2015,9.41992950439453
"EAST SIDE",2016,8.06341934204102
"EAST SIDE",2017,7.81885290145874
"EAST SIDE",2018,8.52284717559814
"EAST SIDE",2019,7.79375553131104
"EAST SIDE",2020,7.60319137573242
"EAST SIDE",2021,9.42354488372803
"EAST SIDE",2022,9.05140113830566
"EDGEWATER",2011,10.6111087799072
"EDGEWATER",2012,11.0326471328735
"EDGEWATER",2013,9.8470516204834
"EDGEWATER",2014,9.76388359069824
"EDGEWATER",2015,9.29905223846436
"EDGEWATER",2016,7.83432483673096
"EDGEWATER",2017,8.31160736083984
"EDGEWATER",2018,9.26116847991943
"EDGEWATER",2019,8.35355949401855
"EDGEWATER",2020,7.73919153213501
"EDGEWATER",2021,9.34909725189209
"EDGEWATER",2022,8.64357566833496
"EDISON PARK",2011,10.3917636871338
"EDISON PARK",2012,10.4450511932373
"EDISON PARK",2013,9.48020553588867
"EDISON PARK",2014,9.82582473754883
"EDISON PARK",2015,9.1660623550415
"EDISON PARK",2016,8.27596187591553
"EDISON PARK",2017,8.03348922729492
"EDISON PARK",2018,8.5839262008667
"EDISON PARK",2019,8.10251903533936
"EDISON PARK",2020,7.62654161453247
"EDISON PARK",2021,8.64304542541504
"EDISON PARK",2022,8.5906982421875
"ENGLEWOOD",2011,10.3015289306641
"ENGLEWOOD",2012,10.4225988388062
"ENGLEWOOD",2013,9.17273330688477
"ENGLEWOOD",2014,9.64665126800537
"ENGLEWOOD",2015,8.86452293395996
"ENGLEWOOD",2016,8.11444664001465
"ENGLEWOOD",2017,7.93419647216797
"ENGLEWOOD",2018,8.7147274017334
"ENGLEWOOD",2019,8.19517040252686
"ENGLEWOOD",2020,7.69188165664673
"ENGLEWOOD",2021,8.84391117095947
"ENGLEWOOD",2022,8.82634735107422
"FOREST GLEN",2011,10.7204036712646
"FOREST GLEN",2012,10.7944955825806
"FOREST GLEN",2013,9.79093551635742
"FOREST GLEN",2014,9.90520477294922
"FOREST GLEN",2015,9.45535755157471
"FOREST GLEN",2016,8.41712379455566
"FOREST GLEN",2017,8.29379177093506
"FOREST GLEN",2018,8.75042629241943
"FOREST GLEN",2019,8.35461330413818
"FOREST GLEN",2020,7.61790895462036
"FOREST GLEN",2021,8.61703491210938
"FOREST GLEN",2022,8.4146614074707
"FULLER PARK",2011,10.5547637939453
"FULLER PARK",2012,10.8520431518555
"FULLER PARK",2013,9.4717206954956
"FULLER PARK",2014,10.0164213180542
"FULLER PARK",2015,9.11272239685059
"FULLER PARK",2016,8.28936862945557
"FULLER PARK",2017,8.21092891693115
"FULLER PARK",2018,8.95684623718262
"FULLER PARK",2019,8.32423877716064
"FULLER PARK",2020,7.74956321716309
"FULLER PARK",2021,9.10617923736572
"FULLER PARK",2022,9.01599407196045
"GAGE PARK",2011,10.8654718399048
"GAGE PARK",2012,11.0355291366577
"GAGE PARK",2013,9.78195476531982
"GAGE PARK",2014,10.1248731613159
"GAGE PARK",2015,9.34495830535889
"GAGE PARK",2016,8.60960388183594
"GAGE PARK",2017,8.38053035736084
"GAGE PARK",2018,9.13699245452881
"GAGE PARK",2019,8.77209854125977
"GAGE PARK",2020,8.05756759643555
"GAGE PARK",2021,9.24030303955078
"GAGE PARK",2022,9.28321933746338
"GARFIELD RIDGE",2011,11.0098905563354
"GARFIELD RIDGE",2012,11.1490173339844
"GARFIELD RIDGE",2013,9.95657920837402
"GARFIELD RIDGE",2014,10.2524375915527
"GARFIELD RIDGE",2015,9.47377681732178
"GARFIELD RIDGE",2016,8.64458084106445
"GARFIELD RIDGE",2017,8.38190269470215
"GARFIELD RIDGE",2018,9.27040767669678
"GARFIELD RIDGE",2019,8.61994647979736
"GARFIELD RIDGE",2020,7.96712303161621
"GARFIELD RIDGE",2021,9.15287685394287
"GARFIELD RIDGE",2022,9.08229732513428
"GRAND BOULEVARD",2011,10.5046339035034
"GRAND BOULEVARD",2012,10.9523162841797
"GRAND BOULEVARD",2013,9.62945175170898
"GRAND BOULEVARD",2014,10.0558366775513
"GRAND BOULEVARD",2015,9.25229644775391
"GRAND BOULEVARD",2016,8.23123168945312
"GRAND BOULEVARD",2017,8.22141361236572
"GRAND BOULEVARD",2018,9.07155609130859
"GRAND BOULEVARD",2019,8.26298141479492
"GRAND BOULEVARD",2020,7.58731126785278
"GRAND BOULEVARD",2021,9.09533596038818
"GRAND BOULEVARD",2022,8.85233497619629
"GREATER GRAND CROSSING",2011,10.2884349822998
"GREATER GRAND CROSSING",2012,10.5524187088013
"GREATER GRAND CROSSING",2013,9.34709930419922
"GREATER GRAND CROSSING",2014,9.94656467437744
"GREATER GRAND CROSSING",2015,9.21264934539795
"GREATER GRAND CROSSING",2016,8.30182456970215
"GREATER GRAND CROSSING",2017,8.13381385803223
"GREATER GRAND CROSSING",2018,8.8464822769165
"GREATER GRAND CROSSING",2019,8.26241302490234
"GREATER GRAND CROSSING",2020,7.78204727172852
"GREATER GRAND CROSSING",2021,9.10226726531982
"GREATER GRAND CROSSING",2022,8.97069072723389
"HEGEWISCH",2011,10.8929395675659
"HEGEWISCH",2012,10.7098541259766
"HEGEWISCH",2013,9.26577949523926
"HEGEWISCH",2014,10.1457614898682
"HEGEWISCH",2015,9.33061981201172
"HEGEWISCH",2016,8.30604267120361
"HEGEWISCH",2017,7.94593858718872
"HEGEWISCH",2018,8.65243339538574
"HEGEWISCH",2019,8.10211944580078
"HEGEWISCH",2020,7.88585567474365
"HEGEWISCH",2021,9.51093482971191
"HEGEWISCH",2022,9.31457328796387
"HERMOSA",2011,10.3350124359131
"HERMOSA",2012,10.6799268722534
"HERMOSA",2013,9.51764392852783
"HERMOSA",2014,9.66410541534424
"HERMOSA",2015,9.25121402740479
"HERMOSA",2016,8.21398544311523
"HERMOSA",2017,8.41092586517334
"HERMOSA",2018,9.06647205352783
"HERMOSA",2019,8.43915748596191
"HERMOSA",2020,7.70995283126831
"HERMOSA",2021,8.9953556060791
"HERMOSA",2022,8.48156261444092
"HUMBOLDT PARK",2011,10.2974500656128
"HUMBOLDT PARK",2012,10.8240785598755
"HUMBOLDT PARK",2013,9.69030570983887
"HUMBOLDT PARK",2014,9.82211494445801
"HUMBOLDT PARK",2015,9.31928157806396
"HUMBOLDT PARK",2016,8.17731857299805
"HUMBOLDT PARK",2017,8.4365119934082
"HUMBOLDT PARK",2018,8.9885425567627
"HUMBOLDT PARK",2019,8.46652603149414
"HUMBOLDT PARK",2020,7.71672821044922
"HUMBOLDT PARK",2021,9.1435546875
"HUMBOLDT PARK",2022,8.58057308197021
"HYDE PARK",2011,10.5258855819702
"HYDE PARK",2012,11.0617389678955
"HYDE PARK",2013,9.71024131774902
"HYDE PARK",2014,10.1855001449585
"HYDE PARK",2015,9.43564128875732
"HYDE PARK",2016,8.26300811767578
"HYDE PARK",2017,8.27921390533447
"HYDE PARK",2018,9.15115547180176
"HYDE PARK",2019,8.24247646331787
"HYDE PARK",2020,7.71119594573975
"HYDE PARK",2021,9.34983253479004
"HYDE PARK",2022,9.05563259124756
"IRVING PARK",2011,10.333812713623
"IRVING PARK",2012,10.6249828338623
"IRVING PARK",2013,9.51823997497559
"IRVING PARK",2014,9.66328048706055
"IRVING PARK",2015,9.2769718170166
"IRVING PARK",2016,8.22145652770996
"IRVING PARK",2017,8.38604927062988
"IRVING PARK",2018,9.0513916015625
"IRVING PARK",2019,8.39088821411133
"IRVING PARK",2020,7.64687347412109
"IRVING PARK",2021,8.89467906951904
"IRVING PARK",2022,8.38801002502441
"JEFFERSON PARK",2011,10.3442888259888
"JEFFERSON PARK",2012,10.4445304870605
"JEFFERSON PARK",2013,9.54379558563232
"JEFFERSON PARK",2014,9.6771993637085
"JEFFERSON PARK",2015,9.19982242584229
"JEFFERSON PARK",2016,8.26543235778809
"JEFFERSON PARK",2017,8.04847240447998
"JEFFERSON PARK",2018,8.64572429656982
"JEFFERSON PARK",2019,8.17488861083984
"JEFFERSON PARK",2020,7.50320911407471
"JEFFERSON PARK",2021,8.50796222686768
"JEFFERSON PARK",2022,8.25596332550049
"KENWOOD",2011,10.4901733398438
"KENWOOD",2012,11.0840702056885
"KENWOOD",2013,9.70868110656738
"KENWOOD",2014,10.0933475494385
"KENWOOD",2015,9.48569393157959
"KENWOOD",2016,8.2730655670166
"KENWOOD",2017,8.27981472015381
"KENWOOD",2018,9.13042068481445
"KENWOOD",2019,8.08525371551514
"KENWOOD",2020,7.5305118560791
"KENWOOD",2021,9.20020771026611
"KENWOOD",2022,8.84107112884521
"LAKE VIEW",2011,10.695629119873
"LAKE VIEW",2012,11.2360353469849
"LAKE VIEW",2013,9.89049816131592
"LAKE VIEW",2014,9.85890960693359
"LAKE VIEW",2015,9.39550685882568
"LAKE VIEW",2016,7.98753690719604
"LAKE VIEW",2017,8.47210693359375
"LAKE VIEW",2018,9.45988750457764
"LAKE VIEW",2019,8.46092414855957
"LAKE VIEW",2020,7.66524314880371
"LAKE VIEW",2021,9.38558101654053
"LAKE VIEW",2022,8.53447437286377
"LINCOLN PARK",2011,10.252890586853
"LINCOLN PARK",2012,10.8127508163452
"LINCOLN PARK",2013,9.56549644470215
"LINCOLN PARK",2014,9.67628383636475
"LINCOLN PARK",2015,9.18160057067871
"LINCOLN PARK",2016,7.88435125350952
"LINCOLN PARK",2017,8.42690372467041
"LINCOLN PARK",2018,9.31999111175537
"LINCOLN PARK",2019,8.36685562133789
"LINCOLN PARK",2020,7.67205190658569
"LINCOLN PARK",2021,9.36319255828857
"LINCOLN PARK",2022,8.63157749176025
"LINCOLN SQUARE",2011,10.6365528106689
"LINCOLN SQUARE",2012,10.9457035064697
"LINCOLN SQUARE",2013,10.0071582794189
"LINCOLN SQUARE",2014,9.74793243408203
"LINCOLN SQUARE",2015,9.33180809020996
"LINCOLN SQUARE",2016,8.0243730545044
"LINCOLN SQUARE",2017,8.17243194580078
"LINCOLN SQUARE",2018,8.94094181060791
"LINCOLN SQUARE",2019,8.2320032119751
"LINCOLN SQUARE",2020,7.50492715835571
"LINCOLN SQUARE",2021,8.95804405212402
"LINCOLN SQUARE",2022,8.35871315002441
"LOGAN SQUARE",2011,10.204586982727
"LOGAN SQUARE",2012,10.6462001800537
"LOGAN SQUARE",2013,9.43794441223145
"LOGAN SQUARE",2014,9.52908420562744
"LOGAN SQUARE",2015,9.05961513519287
"LOGAN SQUARE",2016,7.84625673294067
"LOGAN SQUARE",2017,8.23351955413818
"LOGAN SQUARE",2018,8.94548797607422
"LOGAN SQUARE",2019,8.3399543762207
"LOGAN SQUARE",2020,7.67492771148682
"LOGAN SQUARE",2021,9.11777019500732
"LOGAN SQUARE",2022,8.49100971221924
"LOOP",2011,10.1222553253174
"LOOP",2012,10.6310796737671
"LOOP",2013,9.22827243804932
"LOOP",2014,9.57805347442627
"LOOP",2015,8.9782600402832
"LOOP",2016,7.512282371521
"LOOP",2017,8.10569095611572
"LOOP",2018,8.97591781616211
"LOOP",2019,7.86110925674438
"LOOP",2020,7.20554494857788
"LOOP",2021,8.84106063842773
"LOOP",2022,8.27053546905518
"LOWER WEST SIDE",2011,10.6333665847778
"LOWER WEST SIDE",2012,11.1579790115356
"LOWER WEST SIDE",2013,9.96889019012451
"LOWER WEST SIDE",2014,10.1159372329712
"LOWER WEST SIDE",2015,9.50567722320557
"LOWER WEST SIDE",2016,8.53311920166016
"LOWER WEST SIDE",2017,8.67249584197998
"LOWER WEST SIDE",2018,9.39995670318604
"LOWER WEST SIDE",2019,8.63731288909912
"LOWER WEST SIDE",2020,8.13544082641602
"LOWER WEST SIDE",2021,9.48233699798584
"LOWER WEST SIDE",2022,9.41269207000732
"MCKINLEY PARK",2011,10.6865310668945
"MCKINLEY PARK",2012,11.1708984375
"MCKINLEY PARK",2013,9.90720081329346
"MCKINLEY PARK",2014,10.1428203582764
"MCKINLEY PARK",2015,9.46961116790771
"MCKINLEY PARK",2016,8.67745876312256
"MCKINLEY PARK",2017,8.66461849212646
"MCKINLEY PARK",2018,9.33952236175537
"MCKINLEY PARK",2019,8.66634559631348
"MCKINLEY PARK",2020,8.12853145599365
"MCKINLEY PARK",2021,9.38442993164062
"MCKINLEY PARK",2022,9.3919095993042
"MONTCLARE",2011,10.3343162536621
"MONTCLARE",2012,10.4962644577026
"MONTCLARE",2013,9.61415195465088
"MONTCLARE",2014,9.91038990020752
"MONTCLARE",2015,9.23297595977783
"MONTCLARE",2016,8.39140319824219
"MONTCLARE",2017,8.08756160736084
"MONTCLARE",2018,8.90891361236572
"MONTCLARE",2019,8.30167293548584
"MONTCLARE",2020,7.68197011947632
"MONTCLARE",2021,8.76446723937988
"MONTCLARE",2022,8.48879623413086
"MORGAN PARK",2011,10.4526357650757
"MORGAN PARK",2012,10.4048538208008
"MORGAN PARK",2013,9.22230339050293
"MORGAN PARK",2014,9.88963222503662
"MORGAN PARK",2015,8.94693470001221
"MORGAN PARK",2016,8.28508853912354
"MORGAN PARK",2017,7.80613422393799
"MORGAN PARK",2018,8.47715950012207
"MORGAN PARK",2019,7.75525903701782
"MORGAN PARK",2020,7.62747097015381
"MORGAN PARK",2021,8.60003566741943
"MORGAN PARK",2022,8.68444728851318
"MOUNT GREENWOOD",2011,10.702564239502
"MOUNT GREENWOOD",2012,10.5550489425659
"MOUNT GREENWOOD",2013,9.31983375549316
"MOUNT GREENWOOD",2014,10.0781526565552
"MOUNT GREENWOOD",2015,9.23073101043701
"MOUNT GREENWOOD",2016,8.48449993133545
"MOUNT GREENWOOD",2017,8.04748916625977
"MOUNT GREENWOOD",2018,8.72684001922607
"MOUNT GREENWOOD",2019,7.83276844024658
"MOUNT GREENWOOD",2020,7.67785501480103
"MOUNT GREENWOOD",2021,8.78134250640869
"MOUNT GREENWOOD",2022,8.78639698028564
"NEAR NORTH SIDE",2011,9.68879127502441
"NEAR NORTH SIDE",2012,10.3580455780029
"NEAR NORTH SIDE",2013,9.030592918396
"NEAR NORTH SIDE",2014,9.30521965026855
"NEAR NORTH SIDE",2015,8.77790927886963
"NEAR NORTH SIDE",2016,7.33269166946411
"NEAR NORTH SIDE",2017,7.97311401367188
"NEAR NORTH SIDE",2018,8.77503776550293
"NEAR NORTH SIDE",2019,7.84895133972168
"NEAR NORTH SIDE",2020,7.30808925628662
"NEAR NORTH SIDE",2021,8.98084926605225
"NEAR NORTH SIDE",2022,8.28957080841064
"NEAR SOUTH SIDE",2011,10.526801109314
"NEAR SOUTH SIDE",2012,11.1262054443359
"NEAR SOUTH SIDE",2013,9.6967716217041
"NEAR SOUTH SIDE",2014,9.92874431610107
"NEAR SOUTH SIDE",2015,9.20440864562988
"NEAR SOUTH SIDE",2016,7.86422157287598
"NEAR SOUTH SIDE",2017,8.2064905166626
"NEAR SOUTH SIDE",2018,9.24984550476074
"NEAR SOUTH SIDE",2019,8.24900722503662
"NEAR SOUTH SIDE",2020,7.60642576217651
"NEAR SOUTH SIDE",2021,9.18936824798584
"NEAR SOUTH SIDE",2022,8.82560443878174
"NEAR WEST SIDE",2011,10.3816585540771
"NEAR WEST SIDE",2012,10.9134140014648
"NEAR WEST SIDE",2013,9.6738338470459
"NEAR WEST SIDE",2014,9.84413146972656
"NEAR WEST SIDE",2015,9.21127796173096
"NEAR WEST SIDE",2016,8.08754539489746
"NEAR WEST SIDE",2017,8.40322399139404
"NEAR WEST SIDE",2018,9.1177568435669
"NEAR WEST SIDE",2019,8.29079818725586
"NEAR WEST SIDE",2020,7.75583410263062
"NEAR WEST SIDE",2021,9.24877643585205
"NEAR WEST SIDE",2022,8.91139221191406
"NEW CITY",2011,10.8190641403198
"NEW CITY",2012,11.0542755126953
"NEW CITY",2013,9.78628921508789
"NEW CITY",2014,10.1154937744141
"NEW CITY",2015,9.3086519241333
"NEW CITY",2016,8.5945873260498
"NEW CITY",2017,8.44143772125244
"NEW CITY",2018,9.20472717285156
"NEW CITY",2019,8.62707328796387
"NEW CITY",2020,8.04684066772461
"NEW CITY",2021,9.28599071502686
"NEW CITY",2022,9.33254337310791
"NORTH CENTER",2011,10.2019662857056
"NORTH CENTER",2012,10.6769189834595
"NORTH CENTER",2013,9.53598213195801
"NORTH CENTER",2014,9.5633955001831
"NORTH CENTER",2015,9.16280174255371
"NORTH CENTER",2016,7.99053621292114
"NORTH CENTER",2017,8.35122013092041
"NORTH CENTER",2018,9.15452098846436
"NORTH CENTER",2019,8.43632411956787
"NORTH CENTER",2020,7.5970869064331
"NORTH CENTER",2021,9.13072776794434
"NORTH CENTER",2022,8.40900993347168
"NORTH LAWNDALE",2011,10.4904594421387
"NORTH LAWNDALE",2012,10.9988527297974
"NORTH LAWNDALE",2013,9.75981044769287
"NORTH LAWNDALE",2014,9.83756732940674
"NORTH LAWNDALE",2015,9.17558670043945
"NORTH LAWNDALE",2016,8.26954460144043
"NORTH LAWNDALE",2017,8.38950443267822
"NORTH LAWNDALE",2018,8.92996120452881
"NORTH LAWNDALE",2019,8.39101600646973
"NORTH LAWNDALE",2020,7.73803329467773
"NORTH LAWNDALE",2021,9.15951633453369
"NORTH LAWNDALE",2022,8.7212724685669
"NORTH PARK",2011,10.6041288375854
"NORTH PARK",2012,10.7739105224609
"NORTH PARK",2013,9.89833641052246
"NORTH PARK",2014,9.76124954223633
"NORTH PARK",2015,9.36368274688721
"NORTH PARK",2016,8.24339580535889
"NORTH PARK",2017,8.22282791137695
"NORTH PARK",2018,8.81417751312256
"NORTH PARK",2019,8.29826736450195
"NORTH PARK",2020,7.53581666946411
