GEOID,year,no2_mean
47173,2019,2.127772808074951
47189,2019,2.7792842388153076
46079,2019,1.3693881034851074
20151,2019,1.5555349588394165
47097,2019,2.140209436416626
47079,2019,1.7963374853134155
56039,2019,1.7019764184951782
56029,2019,1.629112720489502
54043,2019,2.2638332843780518
54001,2019,2.4581825733184814
54037,2019,3.510584831237793
54049,2019,3.6188266277313232
54109,2019,2.0642378330230713
54005,2019,2.377804756164551
16005,2019,1.8042160272598267
04001,2019,1.6310535669326782
12045,2019,1.0875924825668335
12123,2019,1.283979058265686
29201,2019,2.3119215965270996
29069,2019,1.8816404342651367
29129,2019,1.5098954439163208
29031,2019,2.083188533782959
25027,2019,2.9988222122192383
26163,2019,8.109460830688477
26021,2019,3.8885037899017334
26077,2019,3.0546176433563232
26033,2019,1.1312311887741089
26071,2019,1.1821726560592651
37055,2019,1.9559075832366943
48443,2019,1.147550344467163
48205,2019,1.4598557949066162
04013,2019,2.763582229614258
27167,2019,1.6002976894378662
27133,2019,1.7510091066360474
27119,2019,1.4864752292633057
27069,2019,1.2279618978500366
27125,2019,1.3879693746566772
27023,2019,1.6168882846832275
26097,2019,1.2050780057907104
38067,2019,1.2806944847106934
48405,2019,1.5825555324554443
48119,2019,1.8966718912124634
22019,2019,2.772014856338501
22005,2019,3.555177927017212
22071,2019,3.3573455810546875
22113,2019,1.621732473373413
22043,2019,1.6936941146850586
38005,2019,1.3382717370986938
38097,2019,1.4801734685897827
38095,2019,1.1670324802398682
38037,2019,1.1713131666183472
28093,2019,1.8129533529281616
28001,2019,1.5452731847763062
28121,2019,1.7792588472366333
28143,2019,1.869438648223877
28095,2019,1.5975421667099
28039,2019,1.6810083389282227
28087,2019,1.918118953704834
28163,2019,1.4667929410934448
28053,2019,1.5016180276870728
16061,2019,1.2956311702728271
16079,2019,1.3721108436584473
16077,2019,1.6265461444854736
25011,2019,2.1083567142486572
51121,2019,2.3764023780822754
51075,2019,2.508341073989868
51093,2019,2.716937303543091
51137,2019,2.549567937850952
51023,2019,2.190826416015625
51009,2019,1.9951670169830322
51007,2019,2.3021047115325928
51097,2019,2.7250311374664307
51081,2019,2.39143705368042
32011,2019,1.4810149669647217
29197,2019,1.478743553161621
48301,2019,2.9098470211029053
48155,2019,1.400285243988037
31015,2019,1.1183971166610718
23021,2019,0.9607062339782715
16025,2019,1.4850850105285645
08107,2019,1.8494782447814941
08097,2019,1.8546677827835083
08117,2019,2.0602669715881348
08053,2019,1.9231282472610474
08023,2019,1.7035529613494873
08065,2019,1.999756097793579
08057,2019,1.758278727531433
13073,2019,2.784721612930298
13205,2019,1.6833226680755615
34007,2019,7.625500679016113
34027,2019,5.512082099914551
34017,2019,13.651387214660645
34001,2019,4.394002437591553
34025,2019,7.198217868804932
34011,2019,4.207923889160156
34019,2019,4.827427864074707
35045,2019,2.425630807876587
35017,2019,1.4704560041427612
35007,2019,1.564329743385315
35051,2019,1.3990215063095093
35055,2019,1.6576274633407593
01089,2019,2.4924230575561523
01117,2019,2.990726947784424
01121,2019,2.4209024906158447
01073,2019,3.691469669342041
53027,2019,1.6388047933578491
53049,2019,1.7279125452041626
01055,2019,2.468245506286621
53011,2019,3.6459438800811768
53073,2019,2.1201932430267334
51107,2019,4.019703388214111
13319,2019,2.348294734954834
13021,2019,4.055585861206055
13143,2019,2.5810599327087402
13151,2019,4.762110710144043
13215,2019,3.279942750930786
13113,2019,4.135921478271484
13025,2019,1.6086905002593994
13301,2019,2.162607192993164
13123,2019,2.0079188346862793
13183,2019,1.8420326709747314
13277,2019,2.0840656757354736
13291,2019,1.8194290399551392
13263,2019,2.111302137374878
13265,2019,2.206861972808838
37069,2019,2.6552445888519287
37123,2019,2.5873336791992188
37199,2019,1.724079966545105
37155,2019,2.664623737335205
37167,2019,3.0303235054016113
37161,2019,2.478264331817627
37065,2019,2.5218751430511475
37041,2019,2.160210609436035
37149,2019,2.3672351837158203
37113,2019,1.6120781898498535
37007,2019,2.516731023788452
37023,2019,2.569927453994751
37121,2019,1.7970789670944214
19075,2019,1.799438714981079
19149,2019,1.9107115268707275
19117,2019,1.644114375114441
19025,2019,1.6705302000045776
19111,2019,1.8802120685577393
18117,2019,2.343024492263794
19163,2019,3.0005359649658203
19131,2019,1.7828810214996338
18125,2019,3.0856995582580566
18027,2019,2.982235908508301
18123,2019,2.687974452972412
20043,2019,2.0675034523010254
20145,2019,1.4768329858779907
21209,2019,2.9481585025787354
21107,2019,2.5763463973999023
21017,2019,2.6934654712677
21079,2019,2.2170193195343018
21049,2019,2.685818910598755
21051,2019,1.8093643188476562
20119,2019,1.537925362586975
21239,2019,2.860276222229004
20071,2019,1.4278022050857544
21005,2019,2.7407708168029785
21165,2019,2.0142147541046143
17163,2019,3.938145399093628
17089,2019,4.871638298034668
17167,2019,2.530614137649536
17017,2019,1.9386847019195557
17161,2019,3.1033926010131836
17177,2019,2.116816520690918
17109,2019,1.7565351724624634
17129,2019,1.9362653493881226
17125,2019,2.0451858043670654
39093,2019,4.0589375495910645
39061,2019,6.992754936218262
39007,2019,3.4637742042541504
39167,2019,3.2043983936309814
39123,2019,4.087143898010254
39079,2019,2.878722906112671
06037,2019,6.993072032928467
06087,2019,3.1946725845336914
06039,2019,2.041166067123413
06019,2019,2.113117218017578
06097,2019,1.784497618675232
06099,2019,3.1873857975006104
06107,2019,2.1954028606414795
06013,2019,4.710939884185791
06047,2019,2.6380302906036377
36047,2019,14.048884391784668
36005,2019,13.83824634552002
06105,2019,1.2993499040603638
36119,2019,6.628829479217529
36071,2019,3.4216148853302
06025,2019,1.7286853790283203
51019,2019,2.1890792846679688
01001,2019,1.988647222518921
53009,2019,1.7409350872039795
53071,2019,1.5749642848968506
51089,2019,2.4122402667999268
53007,2019,1.4478521347045898
53025,2019,1.4621516466140747
53057,2019,2.024195671081543
53037,2019,1.5409647226333618
01107,2019,1.6418266296386719
53043,2019,1.2561554908752441
33015,2019,2.841580390930176
33007,2019,1.2104483842849731
32031,2019,1.6933661699295044
31071,2019,1.186203122138977
31155,2019,1.936339020729065
31089,2019,1.1230992078781128
31183,2019,1.195117712020874
24039,2019,2.710273027420044
24037,2019,3.4694342613220215
21111,2019,6.228595733642578
22051,2019,3.503467082977295
51159,2019,2.7508888244628906
51133,2019,2.697859525680542
51057,2019,2.8418078422546387
21135,2019,2.477947950363159
22031,2019,1.9493166208267212
22029,2019,1.538454532623291
22111,2019,1.4624321460723877
21007,2019,2.511685848236084
51103,2019,2.601379871368408
21133,2019,1.9160865545272827
23003,2019,0.919522225856781
21121,2019,1.9247608184814453
21167,2019,2.4846513271331787
21179,2019,2.539637565612793
21125,2019,2.101215124130249
21097,2019,2.6649229526519775
21029,2019,3.4282188415527344
51143,2019,2.3203821182250977
21217,2019,1.9874259233474731
51099,2019,3.292482852935791
21159,2019,2.166353702545166
21123,2019,2.2084901332855225
22109,2019,1.7662397623062134
24001,2019,3.1208078861236572
24003,2019,5.877758026123047
24029,2019,3.811877965927124
24013,2019,4.078582763671875
25009,2019,4.301826477050781
25013,2019,3.4027786254882812
24047,2019,2.6740734577178955
25025,2019,9.152606010437012
37127,2019,2.8804731369018555
37099,2019,1.7384535074234009
37115,2019,1.86753249168396
37079,2019,2.470153331756592
37147,2019,2.6279454231262207
42101,2019,10.693002700805664
42049,2019,3.410712242126465
42091,2019,6.431431293487549
42079,2019,3.2287445068359375
42095,2019,5.049129962921143
42043,2019,4.516892910003662
42071,2019,4.895720958709717
42013,2019,3.5553457736968994
42035,2019,2.38230562210083
42055,2019,3.476757764816284
42067,2019,3.086171865463257
44007,2019,4.2727813720703125
42051,2019,4.0670270919799805
44009,2019,3.4309680461883545
55061,2019,2.158078908920288
55011,2019,2.125420331954956
48213,2019,2.2244062423706055
48037,2019,1.9877896308898926
48331,2019,2.132383346557617
48315,2019,2.1031792163848877
48081,2019,1.418569803237915
48475,2019,2.6540143489837646
48163,2019,1.8123562335968018
48313,2019,2.2049388885498047
48083,2019,1.2895236015319824
48289,2019,2.141146421432495
48005,2019,1.7545076608657837
40143,2019,4.137606143951416
40089,2019,1.5684263706207275
40113,2019,1.7409545183181763
40087,2019,2.4254403114318848
40141,2019,1.66244375705719
40095,2019,2.2596333026885986
40077,2019,1.5720452070236206
40055,2019,1.5585066080093384
40151,2019,1.6610442399978638
41047,2019,2.664536952972412
41057,2019,1.5108232498168945
41065,2019,1.3632757663726807
41043,2019,1.7261784076690674
41021,2019,1.2539079189300537
41063,2019,1.3673629760742188
41017,2019,1.41997230052948
01119,2019,1.5904648303985596
05039,2019,1.4874627590179443
05013,2019,1.4592139720916748
05081,2019,1.9317259788513184
05029,2019,1.6529461145401
16087,2019,1.3730467557907104
05003,2019,1.5129315853118896
05103,2019,1.4683589935302734
05019,2019,1.465676188468933
05073,2019,1.6262180805206299
05063,2019,1.7753750085830688
05147,2019,1.6879169940948486
05093,2019,2.1866135597229004
06003,2019,1.5852910280227661
05091,2019,1.9285320043563843
05095,2019,1.6751084327697754
05017,2019,1.6154876947402954
16081,2019,1.5860415697097778
48477,2019,2.3487460613250732
48075,2019,1.478735327720642
48487,2019,1.6712324619293213
48333,2019,1.2948522567749023
48411,2019,1.2884715795516968
48419,2019,1.7394832372665405
48105,2019,1.2819887399673462
48051,2019,2.269289255142212
55111,2019,1.7767353057861328
55003,2019,1.1073272228240967
55023,2019,1.6507446765899658
55037,2019,1.2248989343643188
55051,2019,1.1546587944030762
30093,2019,1.7700436115264893
30037,2019,1.3439526557922363
30083,2019,1.1482630968093872
30059,2019,1.4296046495437622
30047,2019,1.3672765493392944
30061,2019,1.432809591293335
30015,2019,1.167740821838379
49043,2019,2.029218912124634
49003,2019,1.777072548866272
49051,2019,1.910513162612915
49005,2019,2.1480093002319336
49001,2019,1.5356357097625732
49047,2019,1.911077857017517
49019,2019,1.6332931518554688
01025,2019,1.5684224367141724
01039,2019,1.5351227521896362
01099,2019,1.521357774734497
01005,2019,1.6081925630569458
01085,2019,1.6736465692520142
01051,2019,2.0399372577667236
36075,2019,2.0900940895080566
36069,2019,2.467229127883911
36117,2019,2.580007314682007
36051,2019,2.519164800643921
36027,2019,3.0415542125701904
36077,2019,1.6407489776611328
36113,2019,1.6145284175872803
36009,2019,2.3562400341033936
48113,2019,7.862947940826416
48085,2019,4.669173240661621
48453,2019,3.426485061645508
48181,2019,2.919994592666626
48141,2019,4.052003860473633
48039,2019,3.3360602855682373
48409,2019,1.921028971672058
48199,2019,2.0631399154663086
06101,2019,2.2946829795837402
06027,2019,1.410887360572815
06109,2019,1.7266309261322021
36013,2019,2.7461915016174316
06011,2019,1.6153724193572998
06057,2019,2.0373947620391846
36017,2019,1.8690941333770752
06015,2019,1.0885614156723022
08005,2019,4.35341215133667
12095,2019,4.261484622955322
12101,2019,3.0367798805236816
12071,2019,2.658212661743164
12105,2019,2.764965295791626
08051,2019,1.7979037761688232
09011,2019,3.3946099281311035
10001,2019,3.8178858757019043
11001,2019,10.2256498336792
08113,2019,1.6881921291351318
12009,2019,2.3235974311828613
12097,2019,2.3680131435394287
12063,2019,1.5226750373840332
12017,2019,2.362889289855957
12015,2019,1.9966129064559937
42089,2019,3.1886088848114014
12049,2019,2.009434700012207
12077,2019,1.2756754159927368
12013,2019,1.3052257299423218
12047,2019,1.607703685760498
12129,2019,1.2948098182678223
29095,2019,4.755100727081299
29033,2019,1.8703184127807617
29029,2019,1.5415289402008057
29123,2019,1.3753283023834229
29023,2019,1.65523362159729
29103,2019,1.5337132215499878
29171,2019,1.4674174785614014
29157,2019,2.0371792316436768
29003,2019,2.0865285396575928
25017,2019,4.515448093414307
26003,2019,1.2149593830108643
26063,2019,2.2951700687408447
26129,2019,1.8155910968780518
26109,2019,1.4069440364837646
26073,2019,2.116597890853882
26055,2019,1.9158692359924316
26013,2019,1.1087521314620972
26141,2019,1.546196699142456
48063,2019,2.1072962284088135
48115,2019,2.0720996856689453
48287,2019,2.1635961532592773
27075,2019,1.2412053346633911
04009,2019,1.5519992113113403
04007,2019,1.4975205659866333
04021,2019,1.9939888715744019
16039,2019,1.5393016338348389
27137,2019,1.5754685401916504
27061,2019,1.1942133903503418
27145,2019,1.88502836227417
27103,2019,1.9658632278442383
27127,2019,1.5769609212875366
27097,2019,1.47684907913208
27089,2019,1.263769507408142
27147,2019,2.225351572036743
27031,2019,1.1084493398666382
27011,2019,1.454127311706543
38105,2019,1.803547978401184
38019,2019,1.205260157585144
22069,2019,1.5882631540298462
22063,2019,2.2345221042633057
22099,2019,2.1618998050689697
22015,2019,2.0822718143463135
22127,2019,1.5539075136184692
22079,2019,1.917502760887146
22091,2019,1.6967648267745972
22115,2019,1.6988424062728882
22001,2019,2.046783924102783
22045,2019,2.0531907081604004
22025,2019,1.461642861366272
22047,2019,2.9176900386810303
38099,2019,1.2612229585647583
38071,2019,1.2740944623947144
38031,2019,1.37705397605896
38085,2019,1.2374037504196167
54013,2019,2.273699998855591
54007,2019,2.204373359680176
22081,2019,1.7651293277740479
28045,2019,1.7612316608428955
48407,2019,2.1435532569885254
48387,2019,1.6336026191711426
48055,2019,2.1372108459472656
45035,2019,2.764479637145996
45083,2019,3.541498899459839
45073,2019,2.2291479110717773
45047,2019,2.2651171684265137
45079,2019,3.3320116996765137
45031,2019,2.6225852966308594
45057,2019,2.7960968017578125
45055,2019,2.4322431087493896
45049,2019,1.976261854171753
45067,2019,2.203641891479492
21065,2019,2.0367658138275146
22055,2019,3.1006038188934326
47003,2019,2.0215766429901123
47035,2019,1.8704990148544312
47053,2019,1.9565707445144653
47159,2019,2.0857837200164795
47165,2019,2.8685226440429688
47149,2019,3.0310723781585693
46123,2019,1.093955159187317
46093,2019,1.1550616025924683
46071,2019,1.0928317308425903
46075,2019,1.0503902435302734
47065,2019,3.3422040939331055
47089,2019,2.74003529548645
47005,2019,1.8176110982894897
47185,2019,1.9032983779907227
47041,2019,1.9398990869522095
47001,2019,2.531428575515747
47029,2019,2.152798652648926
47145,2019,2.5523500442504883
47009,2019,2.4181017875671387
47147,2019,2.5889430046081543
47141,2019,2.106799840927124
47043,2019,2.135941982269287
47011,2019,2.913947820663452
46085,2019,1.060713529586792
47091,2019,1.7830849885940552
20001,2019,1.5933111906051636
47135,2019,1.5759327411651611
47183,2019,1.8309531211853027
47143,2019,2.173917055130005
47127,2019,1.7903838157653809
47175,2019,1.6986842155456543
56033,2019,1.4747947454452515
56003,2019,1.4111597537994385
54107,2019,3.535088300704956
54059,2019,2.236278772354126
54011,2019,3.076262950897217
54067,2019,1.9924132823944092
54083,2019,1.8944368362426758
54003,2019,3.6886556148529053
54053,2019,3.298461437225342
54041,2019,2.439713716506958
54073,2019,3.3360202312469482
54027,2019,2.561544418334961
13219,2019,2.9761316776275635
13237,2019,2.6996443271636963
04012,2019,1.241947054862976
13201,2019,1.550269365310669
51149,2019,3.0450620651245117
51157,2019,2.3227837085723877
51067,2019,2.095040798187256
51087,2019,4.729066371917725
51017,2019,1.6861157417297363
51141,2019,1.9325734376907349
51177,2019,2.9833335876464844
51037,2019,2.246134042739868
51109,2019,2.385441541671753
51101,2019,2.8600950241088867
51033,2019,3.0296013355255127
51181,2019,2.5146093368530273
51678,2019,4.0402350425720215
13135,2019,5.526747226715088
13103,2019,2.215982675552368
13067,2019,6.333580017089844
13089,2019,6.946578502655029
13153,2019,2.7571020126342773
13229,2019,1.6697990894317627
13077,2019,3.1674439907073975
13317,2019,2.157466173171997
13217,2019,3.8292720317840576
13019,2019,1.656686544418335
19195,2019,1.915507435798645
19029,2019,1.7449445724487305
20169,2019,1.787265419960022
21203,2019,1.9691413640975952
21193,2019,1.927932620048523
21069,2019,2.367682695388794
21183,2019,2.5141143798828125
21175,2019,1.9358775615692139
20105,2019,1.4166629314422607
21063,2019,2.035680055618286
17097,2019,6.403599262237549
39035,2019,6.648486614227295
39075,2019,2.8589513301849365
39095,2019,5.239768981933594
06071,2019,2.0455918312072754
06041,2019,2.4393818378448486
36053,2019,1.9413515329360962
36029,2019,3.799569845199585
06063,2019,1.5536160469055176
06079,2019,1.508653998374939
36103,2019,6.137914657592773
06009,2019,1.991140604019165
36065,2019,1.9822328090667725
08035,2019,4.298249244689941
12057,2019,3.9818215370178223
12117,2019,3.865696907043457
09003,2019,4.64445161819458
12055,2019,1.8848313093185425
08013,2019,4.512458801269531
12031,2019,3.6652934551239014
12107,2019,1.9164117574691772
08093,2019,1.881087303161621
08055,2019,1.6461504697799683
12109,2019,2.265507459640503
42045,2019,7.760830879211426
42111,2019,3.1435883045196533
42103,2019,2.49924635887146
42027,2019,2.950840950012207
44003,2019,4.049048900604248
55059,2019,4.8697829246521
30027,2019,1.2323204278945923
30081,2019,1.484147548675537
30049,2019,1.5035676956176758
30087,2019,1.3511991500854492
30001,2019,1.5704710483551025
30013,2019,1.353499174118042
30007,2019,1.49491548538208
30055,2019,1.0472499132156372
49057,2019,3.93923020362854
49049,2019,3.067426919937134
49017,2019,1.552856206893921
01003,2019,1.7810636758804321
13079,2019,2.3785436153411865
13001,2019,1.7086125612258911
28007,2019,1.3806535005569458
13283,2019,1.9256356954574585
48073,2019,1.7956383228302002
34029,2019,5.325212478637695
34033,2019,4.8027729988098145
35039,2019,1.8335485458374023
35043,2019,1.8104692697525024
28149,2019,1.6857028007507324
35021,2019,1.3523603677749634
01129,2019,1.6097766160964966
53061,2019,2.517711877822876
51015,2019,2.034590244293213
53055,2019,3.05448842048645
51031,2019,2.2931008338928223
53063,2019,2.1079142093658447
51051,2019,1.9395098686218262
51195,2019,1.9751627445220947
53015,2019,2.246173858642578
33009,2019,1.3714982271194458
32019,2019,1.6300686597824097
24017,2019,4.018026828765869
21095,2019,1.8047376871109009
21047,2019,2.466782569885254
23013,2019,1.3589235544204712
23015,2019,1.4781453609466553
22035,2019,1.5907179117202759
21027,2019,2.451403856277466
21127,2019,2.2541680335998535
21151,2019,2.4645392894744873
21231,2019,1.6485934257507324
51191,2019,2.2263174057006836
24025,2019,4.51550817489624
24015,2019,4.291534900665283
37089,2019,2.5110862255096436
37027,2019,2.364506244659424
37133,2019,2.299637794494629
37067,2019,4.485535621643066
37193,2019,2.0969152450561523
37111,2019,2.2144808769226074
37117,2019,2.2438557147979736
37059,2019,3.046865701675415
37103,2019,2.055177688598633
32015,2019,1.4911072254180908
28047,2019,2.3208892345428467
28029,2019,1.4842498302459717
28011,2019,1.668853521347046
28033,2019,2.607468605041504
28103,2019,1.5122398138046265
28083,2019,1.5285754203796387
28137,2019,1.8096565008163452
48311,2019,1.5829205513000488
16043,2019,1.540622591972351
16035,2019,1.3340530395507812
16029,2019,1.5953510999679565
16059,2019,1.534302830696106
16083,2019,1.6333965063095093
16003,2019,1.4246575832366943
16031,2019,1.504451036453247
48229,2019,1.4390668869018555
50009,2019,1.213326334953308
29113,2019,2.118356704711914
29013,2019,1.7979166507720947
29205,2019,1.6679128408432007
26115,2019,4.251662254333496
26125,2019,5.6844048500061035
26099,2019,6.506519317626953
26103,2019,1.5916415452957153
18023,2019,2.6848700046539307
48449,2019,2.077289581298828
27053,2019,5.504161357879639
27071,2019,1.1149104833602905
27013,2019,1.9899046421051025
27015,2019,1.6720315217971802
27073,2019,1.5252548456192017
37053,2019,2.378779411315918
38017,2019,1.5337724685668945
37177,2019,1.8807783126831055
48395,2019,2.428114652633667
22013,2019,1.6923885345458984
22037,2019,1.848523736000061
22053,2019,1.917386531829834
22039,2019,1.9059339761734009
22009,2019,1.7323678731918335
38055,2019,2.3039379119873047
54093,2019,2.054462432861328
48501,2019,1.7373781204223633
28161,2019,1.5220080614089966
16041,2019,1.6714552640914917
50021,2019,1.5170501470565796
51163,2019,1.96107816696167
51145,2019,2.4279632568359375
51035,2019,1.9011906385421753
51630,2019,6.24329137802124
51005,2019,2.000927448272705
31117,2019,1.3583556413650513
23007,2019,1.1528962850570679
08037,2019,1.8517035245895386
08091,2019,1.7884109020233154
08027,2019,1.7126511335372925
31103,2019,1.1097348928451538
08111,2019,1.9856520891189575
01101,2019,2.3091816902160645
51063,2019,1.7378263473510742
51167,2019,1.9576753377914429
51047,2019,2.746917724609375
53041,2019,2.03625226020813
51003,2019,2.242872714996338
13195,2019,2.5106217861175537
13039,2019,1.8379814624786377
13033,2019,2.0054311752319336
13127,2019,2.0961458683013916
13185,2019,1.9535266160964966
13105,2019,2.230224847793579
37165,2019,2.8324153423309326
19045,2019,2.279573917388916
19147,2019,1.6679282188415527
18173,2019,3.540497064590454
18019,2019,3.7705576419830322
19063,2019,1.6114319562911987
20081,2019,1.7396494150161743
21115,2019,2.149665117263794
21155,2019,2.0789525508880615
17043,2019,8.844785690307617
17153,2019,2.4292714595794678
17165,2019,2.3989710807800293
39049,2019,6.016441345214844
06067,2019,4.272374153137207
06073,2019,3.3410298824310303
06089,2019,1.3775310516357422
36045,2019,1.755384087562561
36105,2019,1.978644609451294
36031,2019,1.3420385122299194
36107,2019,2.152968645095825
48245,2019,2.959365129470825
48499,2019,1.9797364473342896
48373,2019,1.868706464767456
48427,2019,1.4549586772918701
